time,FOUNTAIN NO.1,SC01406518ACD T02-MW006,SC01406518CAA MW 1-1,SC01406519ABD T04-MW004,SC01406519BBB T01-MW002,SC01406520CDB MW2-4,SC01406527ACB1,SC01406527DDB1 BANNING-LEWIS RANCHES,SC01406527DDB2,SC01406527DDC1,SC01406528BBC 03-002,SC01406529BCB T07-MW004,SC01406529CDD PAFB07MW03,SC01406530DBD T07-MW006,SC01406531BBC T13-MW004,SC01406531CBC 04-009,SC01406531DAC T11-MW001,SC01406531DCC T12-MW003,SC01406534AAC1,SC01406534DAB1,SC01406627DCC,SC01406632ADA1 U-4 (WIDEFIELD),SC01406633CAD1,SC01406633DAC2,SC01406633DBB1 U-5,SC01406633DBB2,SC01406633DBB3,SC01406634AAA,SC01406634CCC1,SC01406634DBB1,SC01406634DBB2,SC01406635CAA CO259-26,SC01506503AAB2,SC01506508CAB,SC01506510AAB,SC01506510ABA,SC01506510ABB2,SC01506515DAA,SC01506519BAD1 NONUM-2,SC01506519BCB1 U-17,SC01506522DBA1,SC01506522DBA4,SC01506522DBB1,SC01506527ACA1,SC01506528DCD1 USGS 384231104400600,SC01506528DCD2,SC01506530CDA FRANCOIS,SC01506533BDD1,SC01506602CCC1,SC01506602CCC2 U-9,SC01506603ABA TH-22,SC01506603BAC1 MARS GAS,SC01506603BBC TH-42,SC01506603BCA2,SC01506603CAB1,SC01506603CAB2,SC01506603CAB3 U-08,SC01506603CAB4,SC01506603CAB5,SC01506603CAD1 STRATMOOR HILLS 4,SC01506603DCA1,SC01506603DDB SECURITY 14,SC01506604ABA1 U-7,SC01506604ACA TH-52,SC01506610ADB1 TH-7,SC01506610ADB2 TH-46,SC01506611ACD1 U-10,SC01506611BBB2,SC01506611BCA,SC01506611BDC,SC01506611BDC2,SC01506611BDC3 U-11,SC01506611CAA,SC01506611CDB,SC01506611CDD1,SC01506611CDD2 U-12,SC01506611DCB2,SC01506612ABA,SC01506612CDC CO259-25,SC01506613ADD,SC01506613BCC2,SC01506613CBD1 U-14B,SC01506613CBD2 U-14,SC01506613CCA,SC01506613CDD,SC01506613DDC1 U-15,SC01506614AAC2,SC01506614AAD SECURITY 2,SC01506614ABB,SC01506614ADD,SC01506614BAA,SC01506614BBA  TH-5,SC01506614DAA1 U-13,SC01506614DAD1,SC01506619ADA2,SC01506624ABC1,SC01506624ABC2 U-16,SC01506624BAA1,SC01506624BAD1 WIDEFIELD 4,SC01506624DAB2 U-18,SC01506624DBD2 U-19,SC01506624DBD3,SC01506624DCA1,SC01506625AAA1,SC01606504BBB,SC01606505ADA USGS 384122104410000,SC01606505ADD,SC01606505CCB FOUNTAIN 3,SC01606505DCD,SC01606505DDC,SC01606505DDC2,SC01606506ABB1,SC01606506ABB2,SC01606506ABB3,SC01606506ABB4,SC01606506ACC1,SC01606506DAA FOUNTAIN 2,SC01606506DAB1,SC01606506DAB2,SC01606508AAB,SC01606508DBA1 DELBERT WELLS WELL 1,SC01606508DBB,SC01606508DCB,SC01606508DCC,SC01606516BBA1,SC01606516CCC1,SC01606516CCC2,SC01606517AAA1,SC01606517AAA2,SC01606517DDA,SC01606520AAA1,SC01606520AAB,SC01606521BAB,SC01606521BBA1,SC01606521BBC,SC01606521BCB,SCO1406633DAC2,SCO1406634CCD,SCO1416633DAC1,SCO1506601BBD TH-53,SCO1506602BBB TH-18,SCO1506602BDC,SCO1506602CAA,SCO1506603AAD,SCO1506603BAC,SCO1506604AAA,SCO1506604AAB TH-49,SCO1506604ABA2 TH-50,SCO1506610BAA,SCO1506611ABC TH-47
6849.0,,,,,,,,,,,,,,,,,,,,,,1779.480312,1773.14352,,1767.0170400000002,,,,,,,,,,,,,,,1720.19976,,,,,,,,,1749.36912,1749.00336,,,,,,1756.53192,1751.80752,,,,,,1761.3172800000002,,,,1745.04096,,,,1736.5980000000002,,,,1733.91576,1731.282288,,,,,,1724.9546400000002,1725.50328,,,1721.5104,,,,,,,1728.55128,,,,,,,1715.47536,1714.01232,1712.79312,,,,,,,,,,1688.80536,1688.8968,,,,,1683.92856,1683.92856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6940.0,,,,,,,,,,,,,,,,,,,,,,1779.632712,1772.99112,,,,,,,,,,,,,,,,,,,,,,,,,,1749.8568,,,,,,,1756.80624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1729.1304,,,,,,,1716.08496,,,,,,,,,,,,1688.8968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6999.0,,,,,,,,,,,,,,,,,,,,,,,,,1767.3675600000001,,,,,,,,1782.0802560000002,,,,1765.886232,1742.352624,,1720.26072,,,1729.337664,,,,,,,,,,,,,,,,,,,,,,,,1744.43136,,1745.001336,,,,,1738.969344,1735.74456,,,,,,1732.3490880000002,1726.5700800000002,,,,1722.5772000000002,1732.602072,,,,,,,,,1719.95592,,,,,1714.53048,,,1710.2084160000002,,,1687.442904,,,,,,,,,,,1684.11144,,1677.655776,,,,,,,,1668.197832,,,,1655.8778160000002,,,,,,,,,,,,,,,,,,
7364.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1782.232656,,,,1765.8984240000002,1742.35872,,,,,1729.813152,,1708.324752,,,,,,,,,,,,,,,,,,,,,,,,1745.5621680000002,,,,,1738.3688880000002,,,,,,,1732.656936,,,,,,1732.861152,,,,,,,,,,,,,,,,,1710.5680800000002,,,1687.2966,,,,,,,,,,,,,1676.845008,,,,,,,,1668.07896,,,,1655.707128,,,,,,,,,,,,,,,,,,
7759.0,,,,,,,,,,,,,,,,,,,,,,1779.51384,1773.15876,1764.0696240000002,1767.166392,,,,1762.329216,,,,1783.195824,,,,1765.916712,1742.105736,1733.327496,1720.163184,,,1730.1270960000002,,,,,,,1749.171,1761.375192,,1756.1052000000002,,,,1751.341176,,,,,,1760.917992,1758.1869840000002,1743.8796720000005,1743.9314880000002,1744.620336,,,,,1739.4326400000002,,,,1732.897728,,,,,,,1726.749912,,,,,,,,,1736.646768,1729.34376,,,,1719.2426880000005,,,1716.7646640000005,1714.783464,,,,,,,,,,,,,,,,,,,,,,,,,,,1667.6430960000002,,,,,,,,,1763.581944,1761.0642960000002,1764.002568,1805.504136,1767.175536,1760.2718160000002,1761.4392,1759.36656,1756.390188,1763.32896,1760.424216,1760.6772,1747.23552,1747.628712
7944.0,,,,,,,,,,,,,,,,,,,,,,1779.633728,1773.160792,1764.28527,1767.214398,,,,1762.58728,,,,,,,,,,1733.353404,1720.1713120000002,,,,,,,,,,1749.091752,1761.440724,,1756.239312,,,,1751.2908840000002,,,,,,1761.154212,1758.241086,1743.3544000000002,1743.3866580000001,1744.643196,,,,,1738.909908,,,,1732.553304,,,,,,,1726.67676,,,1722.476616,,,,,,1737.0049080000001,1729.2759420000002,,,,1719.2518320000001,,,1716.551304,1714.634112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1761.601506,1764.17478,1805.583384,1767.1115280000001,1760.320584,1761.3210900000001,1759.359702,1756.8275760000001,1763.635792,1760.5743300000001,1760.8334100000002,1747.2853040000002,1748.0813400000002
7974.0,,,,,,,,,,,,,,,,,,,,,,1779.6022320000002,1773.109992,1764.122456,1767.023136,,,,1762.557816,,1778.8188960000002,,,,,,,,1733.3214,1720.190616,,,,,,,,,,1749.29292,1761.219744,,1756.2850320000002,,,,1751.4234720000002,,,,,,,1758.10164,1743.7912800000001,1743.817188,1744.650816,,,,,1739.3427240000003,,,,1732.535016,,,,1746.1748160000002,,,1726.6310400000002,,,1722.13524,,,,,1733.894424,1737.2838000000002,1729.2492720000002,,,,1718.9256960000002,,,1716.398904,1714.512192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1761.68304,1764.0228880000002,1805.4934680000001,1767.090192,1760.3160120000002,1761.539784,1759.345224,1756.986072,1763.365536,1760.2062839999999,1760.735112,1747.278192,1747.3909680000002
8035.0,,,,,,,,,,,,,,,,,,,,,,1779.5687040000003,1773.1389480000003,1764.0360960000005,1767.1892520000001,,,,1762.502952,,1778.7747,1782.2859960000003,,,,,,,1733.3808359999998,1720.160136,,,,,,,,,,1749.6144840000002,1761.161832,,1756.2987480000002,,,,1751.5210080000002,,,,,,1761.2182200000002,1758.0726840000002,1743.5962080000002,1743.858336,1744.589856,,,,,1740.147396,,,,1733.303112,,,,1747.7872080000002,,,1726.896216,,,1722.580248,,,,,1734.3165720000002,1737.58098,1729.5144480000001,,,,1719.526152,,,1716.7326600000001,1714.7926080000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1761.596172,1764.002568,1805.507184,1767.0901920000003,1760.2718160000002,1761.4544400000002,,1757.0074080000002,1763.563656,1760.60862,1760.855508,1747.406208,1747.246188
8066.0,,,,,,,,,,,,,,,,,,,,,,1779.510792,1773.12828,1763.926368,1767.1846800000003,,,,1762.341408,,1778.7792720000002,1782.3728640000002,,,,,,,1733.327496,1720.147944,,,,,,,,,,1749.6556320000002,1761.2014560000002,,1756.16616,,,,1751.466144,,,,,,1761.189264,1758.074208,1743.6084,1743.858336,1744.577664,,,,,1740.2586480000002,,,,1733.598768,,,1731.882744,1746.400368,,,1727.28636,,,1722.921624,,,,,1734.894168,1737.7074720000005,1729.9228800000003,,,,1719.876672,,,1716.9536400000002,1714.932816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1761.174024,1763.93856,1805.5254720000005,1767.187728,1760.32668,1761.436152,,1756.91292,1763.4996480000002,1760.597952,1760.8356960000003,1747.223328,1745.02572
8095.0,,,,,,,,,,,,,,,,,,,,,,1779.568704,1773.170952,1764.039144,1767.407184,,,,1762.32312,,1778.718312,1782.30276,,,,,,,1733.434176,1720.114416,,,,,,,,,,1749.622104,1761.1648800000005,,1756.157016,,,,1751.200968,,,,,,1761.350808,1758.220512,1743.66936,1743.9162480000002,1744.510608,,,,,1740.328752,,,,1733.7084960000002,,,1731.922368,1746.4948560000005,,,1727.405232,,,1723.119744,,,,,1735.0038960000002,1737.768432,1730.002128,,,,1720.071744,,,1717.026792,1715.042544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1761.14964,1764.0086640000002,1805.519376,1767.0932400000002,1760.20476,1758.78744,,1757.1262800000002,1763.6733840000002,1760.686344,1760.969808,,1743.687648
8126.0,,,,,,,,,,,,,,,,,,,,,,1779.471168,1773.119136,1764.051336,1767.282216,,,,1762.326168,,1778.696976,1782.269232,,,,,,,,1720.114416,,,,,,,,,,1749.171,1761.10392,,1756.1417760000002,,,,1751.5514880000003,,,,,,1761.143544,1758.183936,1743.605352,1743.8522400000002,1744.504512,,,,,1740.124536,,,,1733.5560960000005,,,1731.9498,1746.6106800000002,,,1727.374752,,,1723.104504,,,,,1734.89112,1737.704424,1729.962504,,,,1719.95592,,,1717.066416,1715.01816,,,,,,,,,,,,,,,,,,,,,,,,,,,1668.051528,,,,,,,,,,1761.1374480000002,1764.01476,1805.51328,1767.0566640000002,1760.152944,,,1756.784904,1763.719104,1760.57052,1760.8082640000002,1747.314768,1743.66936
8156.0,,,,,,,,,,,,,,,,,,,,,,,,1764.094008,,,,,,,,,1783.253736,,,,1765.959384,1742.431872,,,,,1730.5050480000002,,,,,,,,,,,,,,,,,,,,,,1743.565728,1743.794328,,,1745.40672,,,,,1738.941912,,,,,,,,,,,,,1732.8794400000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1764.026952,,,,,,,,,,,
8187.0,,,,,,,,,,,,,,,,,,,,,,1779.4864080000002,1773.0978,1764.218976,1767.135912,,,,1762.365792,,1778.718312,1782.266184,,,,,,,,1720.147944,,,,,,,,,,1749.0429840000002,1761.170976,,1756.1234880000002,,,,1751.039424,,,,,,1761.122208,1758.0924960000002,1743.495624,1743.7333680000002,1744.577664,,,,,1739.755728,,,,1733.0958480000002,,,1731.742536,1746.7447920000002,,,1727.185776,,,1722.875904,,,,,1734.513168,1737.552024,1729.77048,,,,1719.449952,,,1716.98412,1714.923672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1761.2746080000002,1764.100104,1805.522424,1767.03228,1760.11332,,,1756.778808,1763.612424,1760.5674720000002,1760.796072,1747.150176,1743.5626800000002
8217.0,,,,,,,,,,,,,,,,,,,,,,1779.5016480000002,1773.1130400000002,,1767.324888,,,,1762.621824,,1778.733552,1782.22656,,,,,,,,1720.175376,,,,,,,,,,1748.997264,1761.015528,,1756.2240720000002,,,,1751.450904,,,,,,1760.954568,1758.0864,,,1744.586808,,,,,1739.786208,,,,1733.190336,,,1731.693768,1746.8636640000002,,,1727.173584,,,1722.857616,,,,,1734.564984,1737.48192,1729.761336,,,,1719.654168,,,1717.008504,1714.984632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1761.475776,,1805.522424,1766.995704,1760.216952,,,1756.842816,1763.642904,1760.4882240000002,1760.6650080000002,1747.23552,1743.495624
8248.0,,,,,,,,,,,,,,,,,,,,,,1779.492504,1773.0337920000002,1764.158016,1767.0780000000002,,,,1762.661448,,1778.733552,1782.1777920000002,,,,,,,,1720.202808,,,,,,,,,,1748.9332560000005,1761.015528,,1756.208832,,,,1750.29876,,,,,,1760.774736,1758.022392,1743.785184,1743.904056,1744.592904,,,,,1738.816944,,,,1733.004408,,,1731.638904,1746.949008,,,1727.0272800000002,,,1722.641208,,,,,1734.430872,1737.45144,,,,,1719.434712,,,1716.6336,1714.368936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1761.60684,1764.04524,1805.534616,1766.949984,1760.119416,,,1756.848912,1763.5758480000002,1760.360208,1760.4912720000002,1747.134936,1743.4986720000002
8279.0,,,,,,,,,,,,,,,,,,,,,,1779.4864080000002,1773.055128,1764.1732560000005,1767.013992,,,,1762.716312,,,1782.1656,,,,,,,,1720.1784240000002,,,,,,,,,,1748.884488,1761.006384,,1756.05948,,,,1751.4448080000002,,,,,,1760.817408,1757.9705760000002,1743.782136,1743.80652,1744.6782480000002,,,,,1739.008968,,,,1733.013552,,,1731.59928,1747.016064,,,1726.9876560000002,,,1722.6442560000005,,,,,,1737.631272,1729.645512,,,,1719.3768,,,1716.7768560000002,1714.7712720000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1761.692184,1764.0360960000005,1805.479752,1766.812824,1760.1438,1761.01248,,1756.855008,1763.597184,1760.369352,1760.6253840000002,1747.171512,1743.331032
8309.0,,,,,,,,,,,,,,,,,,,,,,1779.556512,1773.1038960000003,1764.164112,1766.9012160000002,,,,1762.716312,,1778.7792720000002,1782.13512,,,,,,,,1720.2210960000002,,,,,,,,,,1748.92716,1760.99724,,1756.2880800000005,,,,1750.987608,,,,,,1761.015528,1758.0132480000002,1743.708984,1743.8430960000003,1744.7178720000002,,,,,1739.542368,,,,1732.8001920000002,,,1731.559656,1747.0404480000002,,,1726.9632720000002,,,1722.650352,,,,,1734.232752,1737.332568,1729.554072,,,,1719.3158400000002,,,1716.8804880000002,1714.826136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1761.798864,1764.026952,1805.537664,1766.919504,1760.2504800000002,,,,1763.6368080000002,1760.482128,1760.6832960000002,1747.1806560000002,1743.3798000000002
8340.0,,,,,,,,,,,,,,,,,,,,,,1779.5016480000002,1773.085608,1764.097056,1766.91036,,,,1762.5822,,1778.788416,1782.098544,,,,,,,,1720.27596,,,,,,,,,,1748.921064,1760.95152,,1756.202736,,,,1750.493832,,,,,,1760.9484720000005,1758.214416,1743.751656,1743.95892,1744.7056800000005,,,,,1739.298528,,,,1732.416144,,,1731.352392,1747.061784,,,1726.765152,,,1722.491856,,,,,1733.866992,1737.2746560000005,1729.3620480000002,,,,1718.9500800000003,,,1716.57264,1714.487808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1761.6860880000002,1763.975136,1805.418792,1766.8798800000002,1760.28096,1760.6772,,,1763.493552,1760.430312,1760.747304,,1743.31884
8491.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1783.290312,,,,1765.962432,1742.13012,,,,,1730.203296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1667.8534080000002,,,,,,,,,,,,,,,,,,,,,,
8521.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1748.5156800000002,,,,,,,,,,,,,,,,,,,1745.403672,,,,,1739.033352,,,,,,,,,1726.81392,,,,1733.169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1766.6208,,,,,,,,,
8552.0,,,,,,,,,,,,,,,,,,,,,,1779.446784,1773.058176,1764.5634,1767.059712,,,,,,1778.7000240000002,1782.113784,,,,,,,1733.309208,1720.1418480000002,,,,,,,,,,1748.978976,1760.9820000000002,,1755.849168,,,,1751.295456,,,,,,1760.72292,1757.915712,1743.757752,1743.894912,1744.708728,,,,,1739.850216,,,,1733.345784,,,1731.9680880000003,1746.775272,,,,,,1723.296528,,,,,,1737.49716,1729.941168,,,,1719.8858160000002,,,1717.038984,1714.816992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1760.8082640000002,1763.2832400000002,1805.4888960000003,1766.913408,1760.110272,1758.6502800000003,,1756.45572,1763.38992,1760.3022960000003,1760.445552,,1744.025976
8644.0,,,,,,,,,,,,,,,,,,,,,,1779.480312,1773.277632,1764.47196,1766.690904,,,,,,1778.70612,1782.007104,,,,,,,1733.2970160000002,1720.132704,,,,,,,,,,1748.1804000000002,1760.811312,,1755.172512,,,,1750.716336,,,,,,1760.604048,1757.8638960000003,1743.7394640000002,1743.7729920000002,1744.967808,,,,,1738.737696,,,,1732.278984,,,1731.236568,1746.735648,,,1726.8748800000003,,,1722.63816,,,,,,1737.2868480000002,1729.371192,,,,1719.4926240000002,,,1716.490344,1714.600584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1761.049056,1763.234472,1805.4828,1766.617752,1759.93044,1758.488736,,1756.370376,1763.6368080000002,1760.241336,1760.384592,,1743.111576
8797.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1727.54544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1760.2352400000002,,,,,,,,
8825.0,,,,,,,,,,,,,,,,,,,,,,1779.434592,1772.844816,1764.356136,1767.318792,,,,,,1778.696976,1781.882136,,,,,,,1733.357976,1720.096128,,,,,,,,,,1748.68332,1760.741208,,1755.7242,,,,1751.569776,,,,,,1761.067344,1757.8974240000002,1743.8796720000005,1744.114368,1744.72092,,,,,1740.264744,,,,1733.6658240000002,,,1731.971136,1746.5070480000002,,,1727.600304,,,1723.317864,,,,,,1737.55812,1730.1514800000002,,,,1720.27596,,,1717.1304240000002,1715.137032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1760.6680560000002,1763.060736,1805.4492720000003,1766.722908,1760.137704,1758.7020960000002,,1756.373424,1763.3868720000005,1760.4089760000002,1760.674152,,1743.6358320000002
8856.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1782.4612560000005,,,,1765.959384,1741.843608,,,,,1730.017368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8886.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1745.047056,,,,,1738.560912,,,,,,,,,,,,,1732.461864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1667.624808,,,,,,,,,,,,,,,,,,,,,,
9009.0,,,,,,,,,,,,,,,,,,,,,,1779.583944,1772.9972160000002,1764.4018560000002,1766.74272,,,,,,1778.718312,1781.7876480000002,,,,,,,1733.147664,1720.1388000000002,,,,,,,,,,1748.847912,1760.759496,,1755.794304,,,,1750.7986320000002,,,,,,1760.6253840000002,1757.909616,1743.641928,1743.693744,1744.9982880000002,,,,,1738.8230400000002,,,,1732.214976,,,1731.2152320000002,1746.208344,,,1726.6142760000002,,,1722.5954880000002,,,,,,1737.45144,1729.118208,,,,1719.218304,,,1716.67932,1714.752984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1761.02772,1763.13084,1805.446224,1766.297712,1759.860336,1758.412536,,1756.3581840000002,1763.530128,1760.3114400000002,1760.424216,,1743.1572960000003
9162.0,,,,,,,,,,,,,,,,,,,,,,1779.5016480000002,1773.122184,1764.267744,1767.2608800000005,,,,,,1778.696976,1781.9034720000002,,,,,,,1733.406744,1720.09308,,,,,,,,,,1748.8905840000002,1760.713776,,1755.843072,,,,1751.597208,,,,,,1760.713776,1758.001056,1743.785184,1744.0564560000005,1744.891608,,,,,1740.380568,,,,1733.82432,,,1732.22412,1746.4704720000002,,,1727.7770880000005,,,1723.531224,,,,,,1737.616032,1730.331312,,,,1720.2820560000002,,,1717.042032,1715.042544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1760.8448400000002,1762.9692960000002,1805.476704,1766.5613640000001,1759.887768,1758.476544,,1756.4648640000005,1763.3472480000005,1760.308392,1760.442504,,1743.6266880000005
9221.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1745.2848,,,,,1738.8626640000002,,,,,,,,,,,,,1733.208624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9251.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1765.992912,,,,,,1730.063088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1667.80464,,,,,,,,,,,,,,,,,,,,,,
9343.0,,,,,,,,,,,,,,,,,,,,,,1779.8582640000002,1772.6192640000002,1764.4780560000002,1767.35232,,,,,,1778.8768080000002,1782.055872,,,,,,,1733.324448,1720.251576,,,,,,,,,,1748.9637360000002,1760.9820000000002,,1756.157016,,,,1750.935792,,,,,,1761.268512,1758.156504,1743.6602160000002,1743.7729920000002,1745.10192,,,,,1739.063832,,,,1733.559144,,,1732.400904,1746.592392,,,1727.795376,,,1723.570848,,,,,,1737.64956,1730.282544,,,,1720.163184,,,1717.4718,1715.121792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1761.95736,1763.3838240000002,1805.522424,1766.724432,,1758.412536,,1756.827576,1763.6002320000002,1760.5552800000005,1760.8478880000002,,1743.6388800000002
9374.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1760.076744,,,,,,,,
9556.0,,,,,,,,,,,,,,,,,,,,,,1779.4498320000002,1772.8874880000003,1764.15192,1767.0078960000003,,,,,,1778.7426960000005,1783.061712,,,,,,,1733.3732160000002,1720.135752,,,,,,,,,,1749.27768,1761.158784,,1755.7242,,,,1751.514912,,,,,,1760.640624,1757.8334160000002,1743.727272,1743.9894000000002,1744.940376,,,,,1740.307416,,,,1733.8730880000005,,,1732.455768,1746.7447920000002,,,1728.0300720000002,,,1723.772016,,,,,,1737.6038400000002,1730.648304,,,,1720.71792,,,1717.5632400000002,1715.423544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1760.5156560000005,1762.8290880000002,1805.626056,1767.498624,1760.323632,1758.9428880000005,,1759.220256,1763.43564,1760.293152,,,1743.666312
9587.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1766.035584,,,,,,1729.5114,,,,,,,,,,,,,,,,,,,,,,,,,,1745.293944,,,,,1738.713312,,,,,,,1733.1964320000002,,,,,,1733.226912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1667.8320720000002,,,,,,,,,,,,,,,,,,,,,,
9740.0,,,,,,,,,,,,,,,,,,,,,,1779.63576,1772.77776,1764.1763039999998,1766.8402560000002,,,,,,1778.773176,1783.305552,,,,,,,1733.3396880000005,1720.160136,,,,,,,,,,1749.1618560000002,1761.390432,,1755.718104,,,,1750.987608,,,,,,1760.802168,1758.019344,1743.632784,1743.8034720000005,1745.02572,,,,,1738.8596160000002,,,,1732.9038240000002,,,1731.40116,,,,1726.67676,,,1722.629016,,,,,,1737.457536,1729.0724880000002,,,,1719.404232,,,1716.8164800000002,1714.993776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1760.826552,1762.9266240000002,1805.54376,1767.7272240000002,,,,,1763.3624880000002,1760.2992480000005,,,1743.39504
9770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1749.311208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1727.2558800000002,,,,,1730.779368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1767.7698960000002,1760.6772,,,,,,,,
9921.0,,,,,,,,,,,,,,,,,,,,,,1779.4650720000002,1772.6436480000002,1764.07572,1766.882928,,,,,,1778.7396480000002,1783.525008,,,,,,,1733.361024,1720.114416,,,,,,,,,,1749.4788480000002,1761.497112,,1755.5016960000005,,,,1751.505768,,,,,,1760.5278480000002,1757.7998880000002,1743.73032,1744.00464,1744.864176,,,,,1740.4384800000005,,,,1733.967576,,,1732.49844,,1733.117184,,1727.94168,,,1723.564752,,,,,,1737.631272,1730.474568,,,,1720.4588400000002,,,1717.2858720000002,1715.271144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1759.954824,1762.7132640000002,1805.568144,1767.849144,1760.8814160000002,1759.482384,,,1762.807752,1760.360208,1760.58576,,1743.79128
9952.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1738.91448,,,,,,,,,,,,,1732.617312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9982.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1778.681736,,,,,,,,,,,,1729.9716480000002,,,,,,,,,,1755.468168,,,,,,,,,,,,,,,,1745.364048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1667.822928,,,,,,,,,,1759.6926960000003,,,,,,,,1762.923576,,,,
