time,FOUNTAIN NO.1,SC01406518ACD T02-MW006,SC01406518CAA MW 1-1,SC01406519ABD T04-MW004,SC01406519BBB T01-MW002,SC01406520CDB MW2-4,SC01406527ACB1,SC01406527DDB1 BANNING-LEWIS RANCHES,SC01406527DDB2,SC01406527DDC1,SC01406528BBC 03-002,SC01406529BCB T07-MW004,SC01406529CDD PAFB07MW03,SC01406530DBD T07-MW006,SC01406531BBC T13-MW004,SC01406531CBC 04-009,SC01406531DAC T11-MW001,SC01406531DCC T12-MW003,SC01406534AAC1,SC01406534DAB1,SC01406627DCC,SC01406632ADA1 U-4 (WIDEFIELD),SC01406633CAD1,SC01406633DAC2,SC01406633DBB1 U-5,SC01406633DBB2,SC01406633DBB3,SC01406634AAA,SC01406634CCC1,SC01406634DBB1,SC01406634DBB2,SC01406635CAA CO259-26,SC01506503AAB2,SC01506508CAB,SC01506510AAB,SC01506510ABA,SC01506510ABB2,SC01506515DAA,SC01506519BAD1 NONUM-2,SC01506519BCB1 U-17,SC01506522DBA1,SC01506522DBA4,SC01506522DBB1,SC01506527ACA1,SC01506528DCD1 USGS 384231104400600,SC01506528DCD2,SC01506530CDA FRANCOIS,SC01506533BDD1,SC01506602CCC1,SC01506602CCC2 U-9,SC01506603ABA TH-22,SC01506603BAC1 MARS GAS,SC01506603BBC TH-42,SC01506603BCA2,SC01506603CAB1,SC01506603CAB2,SC01506603CAB3 U-08,SC01506603CAB4,SC01506603CAB5,SC01506603CAD1 STRATMOOR HILLS 4,SC01506603DCA1,SC01506603DDB SECURITY 14,SC01506604ABA1 U-7,SC01506604ACA TH-52,SC01506610ADB1 TH-7,SC01506610ADB2 TH-46,SC01506611ACD1 U-10,SC01506611BBB2,SC01506611BCA,SC01506611BDC,SC01506611BDC2,SC01506611BDC3 U-11,SC01506611CAA,SC01506611CDB,SC01506611CDD1,SC01506611CDD2 U-12,SC01506611DCB2,SC01506612ABA,SC01506612CDC CO259-25,SC01506613ADD,SC01506613BCC2,SC01506613CBD1 U-14B,SC01506613CBD2 U-14,SC01506613CCA,SC01506613CDD,SC01506613DDC1 U-15,SC01506614AAC2,SC01506614AAD SECURITY 2,SC01506614ABB,SC01506614ADD,SC01506614BAA,SC01506614BBA  TH-5,SC01506614DAA1 U-13,SC01506614DAD1,SC01506619ADA2,SC01506624ABC1,SC01506624ABC2 U-16,SC01506624BAA1,SC01506624BAD1 WIDEFIELD 4,SC01506624DAB2 U-18,SC01506624DBD2 U-19,SC01506624DBD3,SC01506624DCA1,SC01506625AAA1,SC01606504BBB,SC01606505ADA USGS 384122104410000,SC01606505ADD,SC01606505CCB FOUNTAIN 3,SC01606505DCD,SC01606505DDC,SC01606505DDC2,SC01606506ABB1,SC01606506ABB2,SC01606506ABB3,SC01606506ABB4,SC01606506ACC1,SC01606506DAA FOUNTAIN 2,SC01606506DAB1,SC01606506DAB2,SC01606508AAB,SC01606508DBA1 DELBERT WELLS WELL 1,SC01606508DBB,SC01606508DCB,SC01606508DCC,SC01606516BBA1,SC01606516CCC1,SC01606516CCC2,SC01606517AAA1,SC01606517AAA2,SC01606517DDA,SC01606520AAA1,SC01606520AAB,SC01606521BAB,SC01606521BBA1,SC01606521BBC,SC01606521BCB,SCO1406633DAC2,SCO1406634CCD,SCO1416633DAC1,SCO1506601BBD TH-53,SCO1506602BBB TH-18,SCO1506602BDC,SCO1506602CAA,SCO1506603AAD,SCO1506603BAC,SCO1506604AAA,SCO1506604AAB TH-49,SCO1506604ABA2 TH-50,SCO1506610BAA,SCO1506611ABC TH-47
10105.0,,,,,,,,,,,,,,,,,,,,,,1779.873504,1772.8692,1764.4414800000002,1766.98656,,,,,,1778.834136,1783.387848,,,,,,,1733.257392,1720.2089039999998,,,,,,,,,,1749.38436,1761.661704,,1755.879648,,,,1751.42652,,,,,,1760.72292,1758.296712,1743.809568,1744.013784,1745.1110640000002,,,,,1740.14892,,,,1733.525616,,,1732.166208,1746.958152,,,1727.703936,,,1723.378824,,,,,,1737.6007920000002,1730.1972,,,,1720.361304,,,1717.218816,1715.103504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1761.60684,1763.307624,1805.507184,1767.9802080000002,1761.085632,1759.659168,,,1763.2222800000002,1760.405928,1760.573568,,1746.47352
10286.0,,,,,,,,,,,,,,,,,,,,,,1779.611376,1772.521728,1764.206784,1766.831112,,,,,,1778.7366000000002,1783.842,,,,,,,1733.379312,1720.120512,,,,,,,,,,1749.599244,1761.63732,,1755.974136,,,,1751.450904,,,,,,1760.4150720000002,1757.869992,1743.8552880000002,1744.117416,1744.94952,,,,,1740.542112,,,,1734.092544,,,1732.6234080000002,1747.3909680000002,,,1728.151992,,,1723.881744,,,,,,1737.6373680000002,1730.6787840000002,,,,1720.708776,,,1717.4778960000003,1715.377824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1761.7074240000002,1763.042448,1805.8638,1768.1006040000002,1761.039912,,,,1763.213136,1759.848144,,,
10317.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1783.3268880000005,,,,,,,,,,1730.33436,,,,,,,,,,,,,,,,,,,,,,,,,,1745.638368,,,,,1739.2192800000005,,,,,,,1733.4494160000002,,,,,,1733.4494160000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1668.082008,,,,,,,,,,,,,,,,,,,,,,
10470.0,,,,,,,,,,,,,,,,,,,,,,1779.852168,1772.7198480000002,1764.3348,1766.645184,,,,,,1778.7670800000003,,,,,,,,1733.315304,1720.163184,,,,,,,,,,1749.49104,1762.341408,,1756.08996,,,,1751.4478560000002,,,,,,1761.0764880000002,1758.14736,1743.797376,1743.971112,1745.08668,,,,,1740.091008,,,,1733.464656,,,1732.035144,1747.47936,,,1727.4540000000002,,,1723.235568,,,,,,1737.548976,1729.944216,,,,1720.071744,,,1717.252344,1715.21628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1761.9146880000003,1763.17656,1805.81808,1768.1752800000002,1761.40872,,,,1763.23752,1760.305344,,,1743.7760400000002
10651.0,,,,,,,,,,,,,,,,,,,,,,1779.623568,1772.561352,,1766.5750800000003,,,,,,1778.7426960000005,1784.155944,1783.2506880000003,,,,,,1733.3762640000002,1720.09308,,,1729.319376,,,,,,,1749.710496,1761.8110560000002,,1755.93756,,,,1751.3442240000002,,,,,,1760.348016,1757.830368,1743.794328,1744.053408,1744.891608,,1745.556072,,,1740.4750560000002,,1739.1948960000002,,1734.0620640000002,,,1732.699608,1747.3940160000002,1733.525616,,1724.902824,,,1723.924416,1733.5896240000002,,,,,1738.0336080000002,1730.694024,,,,1720.8306960000002,,,1717.453512,1715.316864,,,,,,,,,,,,,,,,,,,,,,,,,,,1668.018,,,,,,,,,,1761.539784,1762.97844,1805.754072,1769.4402,,,,,,1759.963968,,,1743.9497760000002
10835.0,,,,,,,,,,,,,,,,,,,,,,1780.6324560000005,1774.8412560000002,,1766.675664,,,,,,1778.910336,,,,,,,,1733.6658240000002,1720.3155840000002,,,,,,,,,,1749.969576,1762.1310960000003,,1756.76052,,,,1751.926392,,,,,,1760.8448400000002,1758.488736,1743.8552880000002,1744.077792,1745.144592,,,,,1740.243408,,,,1733.912712,,,1732.75752,,,,1727.8532880000002,,,1723.957944,,,,,,1737.826344,1730.437992,,,,1720.9008,,,1717.953384,1715.588136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1762.390176,,1806.314904,1768.4526480000002,,,,,,1760.332776,,,1744.150944
11016.0,,,,,,,,,,,,,,,,,,,,,,1779.657096,,,1766.949984,,,,,,1778.7792720000002,1785.100824,1783.5372,,,,,,1733.379312,1720.150992,,,1729.919832,,,,,,,1750.018344,1762.33836,,1756.382568,,,,1751.6977920000002,,,,,,1760.28096,1757.8120800000002,1743.833952,1744.123512,1745.028768,,1745.6658,,,1740.813384,,,,1734.409536,,,1733.025744,,1733.7694560000002,,1728.5208,,,1724.2292160000002,1733.8730880000005,,,,,1737.731856,1731.026256,,,,1721.1812160000002,,,1717.8771840000002,1715.563752,,,,,,,,,,,,,,,,,,,,,,,,,,,1667.533368,,,,,,,,,,1762.23168,,1806.36672,1768.9830000000002,,,,,,1760.101128,1760.558328,,1744.181424
11169.0,,,,,,,,,,,,,,,,,,,,,,1779.7272,,,1766.303808,,,,,,1778.760984,1785.2288400000002,,,,,,,1733.074512,1720.090032,,,,,,,,,,1749.6952560000002,1762.365792,,1756.385616,,,,1751.2344960000005,,,,,,1760.11332,1757.821224,,,1744.98,,,,,1738.987632,,,,1732.8642,,,1731.928464,,,,1727.3016,,,1723.15632,,,,,,1737.353904,1729.8222960000005,,,,1719.919344,,,1716.990216,1714.7712720000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1762.621824,,1805.872944,1769.010432,,,,,,,,,1743.6846
11353.0,,,,,,,,,,,,,,,,,,,,,,1779.596136,,,1766.59032,,,,,,1778.727456,1785.292848,,,,,,,1733.370168,1720.0626,,,,,,,,,,1750.170744,1762.423704,,1756.550208,,,,1751.709984,,,,,,1760.091984,1757.7876960000003,1743.763848,1743.998544,1744.928184,,,,,1740.7310880000002,,,,1734.2022720000002,,,1732.580736,,,,1727.984352,,,1723.531224,,,,,,1737.612984,1730.56296,,,,1720.48932,,,1717.22796,1715.2040880000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1805.6352,1769.18112,,,,,,,,,1744.282008
11442.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1783.1196240000002,,,,,,,,,,1729.627224,,,,,,,,,,,,,,,,,,,,,,,,,,1745.6718960000003,,,,,,,,,,,,1733.400648,,,,,,1732.84896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1667.978376,,,,,,,,,,,,,,,,,,,,,,
11565.0,,,,,,,,,,,,,,,,,,,,,,1779.687576,,,1766.337336,,,,,,,1784.9392800000005,,,,,,,1733.013552,1720.096128,,,,,,,,,,1749.7318320000002,1762.195104,,1756.251504,,,,1751.469192,,,,,,1759.936536,1757.738928,1743.6266880000005,1744.074744,1744.791024,,,,,1739.316816,,,,1732.4344320000002,,,1731.535272,,,,1726.780392,,,1722.6930240000002,,,,,,1737.1344480000002,1729.346808,,,,1719.465192,,,1716.6762720000002,1714.634112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1805.568144,1768.9250880000002,,,,,,,,,1743.651072
11746.0,,,,,,,,,,,,,,,,,,,,,,1779.5991840000002,,,1766.4744960000005,,,,,,,1784.674104,,,,,,,1733.431128,1720.1022240000002,,,,,,,,,,1750.1524560000005,1762.112808,,1755.925368,,,,1751.6002560000002,,,,,,1759.896912,1757.677968,1743.8430960000003,1744.153992,1744.632528,,,,,1740.62136,,,,1733.967576,,,1732.3704240000002,,,,1727.658216,,,1723.259952,,,,,,1737.631272,1730.267304,,,,1720.129656,,,1717.042032,1715.073024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1805.555952,1768.7330640000002,,,,,,,,,1744.114368
11777.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1733.025744,,,,,,1733.1232800000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11807.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1782.961128,,,,,,,,,,1729.26756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1668.234408,,,,,,,,,,,,,,,,,,,,,,
11930.0,,,,,,,,,,,,,,,,,,,,,,1779.6022320000002,,,1766.197128,,,,,,,1784.183376,,,,,,,1732.858104,1720.019928,,,,,,,,,,1749.4026480000002,1761.7348560000005,,1755.553512,,,,1751.2466880000002,,,,,,1759.79328,1757.626152,1743.370656,1743.529152,1744.550232,,,,,1738.6432080000002,,,,1731.8766480000002,,,1730.992728,,,,1726.118976,,,1721.958456,,,,,,1736.863176,1728.557376,,,,1718.346576,,,1715.42964,1713.683136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1805.519376,1768.233192,,,,,,,,,1743.34932
12111.0,,,,,,,,,,,,,,,,,,,,,,1779.586992,,,1766.5110720000002,,,,,,,1783.8663840000002,1782.7873920000002,,,,,,1733.388456,1720.1174640000002,,,1726.75296,,,,,,,1750.134168,1761.725712,,1755.733344,,,,1751.5332,,,,,,1760.421168,1757.830368,1743.6846,1744.077792,1744.504512,,,,,1740.417144,,,,1733.67192,,,1732.0412400000002,,,,1727.5210560000005,,,1723.35444,,,,,,1737.414864,1730.06004,,,,1720.239384,,,1717.06032,1715.0638800000002,,,,,,,,,,,,,,,,,,,,,,,,,,,1667.173704,,,,,,,,,,,,1805.51328,1768.2362400000002,,,,,,,,,1744.038168
12142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1732.8428640000002,,,,,,1732.9800240000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12264.0,,,,,,,,,,,,,,,,,,,,,,1779.6692880000005,,,1766.2946640000002,,,,,,,1783.372608,,,,,,,1732.9830720000002,1720.096128,,,,,,,,,,1749.469704,1761.4544400000002,,1754.526336,,,,1751.219256,,,,,,1759.936536,1757.665776,1743.33408,1743.5565840000002,1744.5014640000002,,,,,1739.277192,,,,1732.6508400000002,,,1731.559656,,,,1726.801728,,,1722.574152,,,,,,1737.0734880000002,1729.395576,,,,1719.13296,,,1716.441576,1714.371984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1805.494992,1767.8308560000005,,,,,,,,,1743.602304
12477.0,,,,,,,,,,,,,,,,,,,,,,1779.763776,,,1766.413536,,,,,,,1782.8635920000002,,,,,,,1733.342736,1720.0290720000005,,,,,,,,,,1749.718116,1761.30204,,1756.077768,,,,1751.4844320000002,,,,,,1759.787184,1757.6840640000005,1743.66936,1744.0198800000005,1744.458792,,,,,1740.3744720000002,,,,1733.7664080000002,,,1732.166208,,,,1727.59116,,,1723.3635840000002,,,,,,1737.561168,1730.178912,,,,,,,1717.072512,1715.057784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1805.470608,1767.553488,,,,,,,,,
12508.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1727.249784,,,,,,,,,,,,,,,,,,,,,,,,,,1745.5896,,,,,,,,,,,,1732.9708800000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1666.679928,,,,,,,,,,,,,,,,,,,,,,
12538.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1783.06476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12661.0,,,,,,,,,,,,,,,,,,,,,,1780.0746720000002,,,1766.733576,,,,,,,1782.808728,,,,,,,1733.461608,1720.12356,,,,,,,,,,1748.8082880000002,1761.2380320000002,,1756.571544,,,,1751.362512,,,,,,1760.832648,1758.302808,1743.6358320000002,1743.888816,1744.4496480000005,,,,,1739.578944,,,,1733.0470800000005,,,1731.422496,,,,1726.79868,,,1722.69912,,,,,,1737.5672640000005,1729.352904,,,,,,,,1715.17056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1805.464512,1767.227352,,,,,,1760.348016,1760.655864,,
12814.0,,,,,,,,,,,,,,,,,,,,,,1779.6784320000002,,,1766.5110720000002,,,,,,,1782.3942000000002,,,,,,,1733.345784,1720.035168,,,,,,,,,,1749.5946720000002,1760.957616,,1756.4770560000002,,,,1751.359464,,,,,,1759.8694800000003,1757.6566320000002,1743.687648,1744.038168,1744.498416,,,,,1740.34704,,,,1733.7298320000002,,,1732.1540160000002,,,,1727.691744,,,,,,,,,1737.698328,1730.221584,,,,,,,,1715.243712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1805.516328,1767.059712,,,,,,1760.05236,,,
12873.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1783.5554880000002,,,,,,,,,,1727.505816,,,,,,,,,,,,,,,,,,,,,,,,,,1745.519496,,,,,,,,,,,,1733.5804800000003,,,,,,1734.0072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1666.622016,,,,,,,,,,,,,,,,,,,,,,
12995.0,,,,,,,,,,,,,,,,,,,,,,1779.907032,,,1766.2550400000002,,,,,,,,,,,,,,1732.90992,1720.035168,,,,,,,,,,1749.2228160000002,1760.927136,,1756.345992,,,,1751.4478560000002,,,,,,1759.796328,1757.714544,1743.59316,1743.861384,1744.443552,,,,,1739.033352,,,,1731.7882560000005,,,1730.986632,,,,1726.1768880000002,,,1722.412608,,,,,,1736.979,1728.590904,,,,,,,,1714.320168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1766.934744,,,,,,,,,
13179.0,,,,,,,,,,,,,,,,,,,,,,1779.596136,,,1766.5446000000002,,,,,,,1782.314952,,,,,,,1733.3518800000002,1720.044312,,,,,,,,,,1749.457512,1760.9058,,1756.367328,,,,1751.6398800000002,,,,,,1759.74756,1757.6596800000002,1743.712032,1744.0320720000002,1744.4526960000003,,,,,1739.9416560000002,,,,1733.141568,,,1733.00136,,,,1726.896216,,,1722.571104,,,,,,1737.2898960000002,1729.25232,,,,,,,,1714.77432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1766.91036,,,,,,,,,
13238.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1783.5158640000002,,,,,,,,,,1726.740768,,,,,,,,,,,,,,,,,,,,,,,,,,1745.3914800000002,,,,,,,,,,,,1732.754472,,,,,,1733.425032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1666.1892,,,,,,,,,,,,,,,,,,,,,,
13360.0,,,,,,,,,,,,,,,,,,,,,,1779.812544,,,1766.4714480000002,,,,,,,,,,,,,,1733.169,1720.026024,,,,,,,,,,,,,1756.2210240000002,,,,1751.402136,,,,,,1760.3114400000002,1757.8608480000005,1743.544392,1743.712032,,,,,,1739.121744,,,,1731.769968,,,,,,,,,,,,,,,,1737.000336,1728.216,,,,,,,,1714.3658880000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1760.49432,,,
13391.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1782.168648,,,,,,,,,,,,,,,,,,1749.177096,1760.930184,,,,,,,,,,,,,,,,1744.43136,,,,,,,,,,,,1730.651352,,,,1725.933048,,,1721.9310240000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1766.825016,,,,,,,,,
13544.0,,,,,,,,,,,,,,,,,,,,,,1779.577848,,,1766.642136,,,,,,,1782.1442640000002,,,,,,,1733.38236,1720.0656480000002,,,,,,,,,,,1760.87532,,1756.422192,,,,1751.0546640000002,,,,,,1760.2962,1757.64444,1743.5962080000002,1743.580968,1744.480128,,,,,1740.49944,,,,1732.897728,,,1731.40116,,,,,,,1722.5558640000002,,,,,,1737.2472240000002,1729.3132800000003,,,,,,,,1714.78956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1760.445552,,,
13572.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1749.2990160000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1726.8474480000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1766.8280640000005,,,,,,,,,
13664.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1784.570472,,,,,,,,,,1726.457304,,,,,,,,,,,,,,,,,,,,,,,,,,1745.30004,,,,,,,,,,,,1732.026,,,,,,1733.0166000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1666.875,,,,,,,,,,,,,,,,,,,,,,
13725.0,,,,,,,,,,,,,,,,,,,,,,1779.775968,,,1766.444016,,,,,,,1782.007104,,,,,,,1733.0470800000005,1720.129656,,,,,,,,,,,1760.89056,,1756.413048,,,,1751.2070640000002,,,,,,1760.317536,1757.894376,1743.526104,1743.79128,1744.531944,,,,,1740.0422400000002,,,,1732.211928,,,1730.919576,,,,1725.954384,,,1721.854824,,,,,,1736.911944,1728.7128240000002,,,,,,,,1714.31712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1760.762544,,,
13756.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1749.131376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1766.754912,,,,,,,,,
13938.0,,,,,,,,,,,,,,,,,,,,,,1779.510792,,,1766.495832,,,,,,,1781.970528,,,,,,,1733.3732160000002,1720.04736,,,,,,,,,,1749.36912,1760.73816,,1756.15092,,,,1751.36556,,,,,,1760.08284,1757.5712880000003,1743.6266880000005,1743.940632,1744.534992,,,,,1740.801192,,,,1733.4158880000002,,,1731.7882560000005,,,,1727.228448,,,1722.921624,,,,,,1737.338664,1729.6790400000002,,,,,,,,1714.8352800000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1766.632992,,,,,,1760.2321920000002,,,
13969.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1784.015736,,,,,,,,,,1726.548744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1745.1324000000002,,,,,,,,,,,,1732.84896,,,,,,1733.21472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1666.3812240000002,,,,,,,,,,,,,,,,,,,,,,
14030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1727.228448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14122.0,,,,,,,,,,,,,,,,,,,,,,1779.907032,,,1766.480592,,,,,,,1781.83032,,,,,,,1733.257392,1720.013832,,,,,,,,,,1749.0734640000005,1760.6284320000002,,1756.12044,,,,1751.255832,,,,,,1760.28096,1757.5773840000002,1743.5962080000002,1743.88272,1744.4496480000005,,,,,1739.6642880000002,,,,1731.4712640000002,,,1730.6178240000002,,,,,,,1721.4982080000002,,,,,,1736.829648,1727.725272,,,,,,,,1714.106808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1766.730528,,,,,,1760.506512,,,
14303.0,,,,,,,,,,,,,,,,,,,,,,1779.532128,,,,,,,,,,1781.75412,,,,,,,1733.388456,1720.053456,,,,,,,,,,1749.44532,1760.573568,,1755.9314640000002,,,,1751.28936,,,,,,1760.18952,1757.5408080000002,1743.632784,1743.9528240000002,1744.519752,,,,,1741.0450320000002,,,,1733.6566800000005,,,1731.8370240000002,,,,,,,1722.671688,,,,,,1737.533736,1729.569312,,,,,,,,1714.4664720000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1766.450112,,,,,,1760.35716,,,
14334.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1784.1620400000002,,,,,,,,,,1726.3872,,,,,,,,,,,,,,,,,,,,,,,,,,1746.0772800000002,,,,,,,,,,,,1733.76336,,,,,,1733.2756800000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1666.0368,,,,,,,,,,,,,,,,,,,,,,
14456.0,,,,,,,,,,,,,,,,,,,,,,1779.7424400000002,,,,,,,,,,1781.696208,,,,,,,1733.178144,1719.809616,,,,,,,,,,1749.198432,1760.558328,,1756.022904,,,,1751.011992,,,,,,1761.091728,1757.6474880000003,,,1744.50756,,,,,1740.0422400000002,,,,1732.6142640000005,,,1731.6114720000005,,,,1726.81392,,,1722.461376,,,,,,1737.1496880000002,1729.913736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1766.316,,,,,,,,,
14640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1749.649536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1766.4470640000002,,,,,,,,,
14668.0,,,,,,,,,,,,,,,,,,,,,,1779.586992,,,,,,,,,,1781.6870640000002,,,,,,,1733.4738,1720.038216,,,,,,,,,,,1760.08284,,1755.882696,,,,1751.19792,,,,,,1760.1590400000002,1757.513376,1743.5870640000005,1743.9192960000005,1744.483176,,,,,1740.98712,,,,1733.51952,,,1732.123536,,,,,,,1723.299576,,,,,,1737.430104,1730.1118560000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14760.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1784.42112,,,,,,,,,,1727.54544,,,,,,,,,,,,,,,,,,,,,,,,,,1745.2848,,,,,,,,,,,,1732.595976,,,,,,1732.367376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1666.198344,,,,,,,,,,,,,,,,,,,,,,
14821.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781.668776,,,,,,,1733.104992,1720.053456,,,,,,,,,,1749.0826080000002,1760.430312,,1755.9070800000002,,,,1750.8138720000002,,,,,,1760.497368,1757.5712880000003,1743.541344,1743.827856,1744.428312,,,,,1739.9020320000002,,,,1731.8796960000002,,,1731.17256,,,,,,,1722.482712,,,,,,1736.829648,1729.1090640000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1766.1910320000002,,,,,,,,,
15033.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781.6443920000002,,,,,,,1733.42808,1720.09308,,,,,,,,,,1749.2654880000002,1760.421168,,1755.736392,,,,1751.1704880000002,,,,,,1760.399832,1757.4768,1743.6388800000002,1744.013784,1744.3856400000002,,,,,1740.999312,,,,1733.50428,,,1731.132936,,,,,,,1722.7936080000002,,,,,,1737.4605840000002,1729.660752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15064.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1784.171184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1745.318328,,,,,,,,,,,,1732.1143920000002,,,,,,1732.050384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1666.213584,,,,,,,,,,,,,,,,,,,,,,
