x,y,location,type
124,542,Peterson,Golf
124,543,Peterson,Golf
124,544,Peterson,Golf
124,545,Peterson,Golf
124,546,Peterson,Golf
124,547,Peterson,Golf
124,548,Peterson,Golf
124,549,Peterson,Golf
124,550,Peterson,Golf
124,551,Peterson,Golf
124,552,Peterson,Golf
124,553,Peterson,Golf
124,554,Peterson,Golf
124,555,Peterson,Golf
125,529,Peterson,Golf
125,530,Peterson,Golf
125,531,Peterson,Golf
125,532,Peterson,Golf
125,533,Peterson,Golf
125,534,Peterson,Golf
125,535,Peterson,Golf
125,536,Peterson,Golf
125,537,Peterson,Golf
125,538,Peterson,Golf
125,539,Peterson,Golf
125,540,Peterson,Golf
125,541,Peterson,Golf
125,542,Peterson,Golf
125,543,Peterson,Golf
125,544,Peterson,Golf
125,545,Peterson,Golf
125,546,Peterson,Golf
125,547,Peterson,Golf
125,548,Peterson,Golf
125,549,Peterson,Golf
125,550,Peterson,Golf
125,551,Peterson,Golf
125,552,Peterson,Golf
125,553,Peterson,Golf
125,554,Peterson,Golf
125,555,Peterson,Golf
126,529,Peterson,Golf
126,530,Peterson,Golf
126,531,Peterson,Golf
126,532,Peterson,Golf
126,533,Peterson,Golf
126,534,Peterson,Golf
126,535,Peterson,Golf
126,536,Peterson,Golf
126,537,Peterson,Golf
126,538,Peterson,Golf
126,539,Peterson,Golf
126,540,Peterson,Golf
126,541,Peterson,Golf
126,542,Peterson,Golf
126,543,Peterson,Golf
126,544,Peterson,Golf
126,545,Peterson,Golf
126,546,Peterson,Golf
126,547,Peterson,Golf
126,548,Peterson,Golf
126,549,Peterson,Golf
126,550,Peterson,Golf
126,551,Peterson,Golf
126,552,Peterson,Golf
126,553,Peterson,Golf
126,554,Peterson,Golf
127,534,Peterson,Golf
127,529,Peterson,Golf
127,530,Peterson,Golf
127,531,Peterson,Golf
127,532,Peterson,Golf
127,533,Peterson,Golf
127,535,Peterson,Golf
127,536,Peterson,Golf
127,537,Peterson,Golf
127,538,Peterson,Golf
127,539,Peterson,Golf
127,540,Peterson,Golf
127,541,Peterson,Golf
127,542,Peterson,Golf
127,543,Peterson,Golf
127,544,Peterson,Golf
127,545,Peterson,Golf
127,546,Peterson,Golf
127,547,Peterson,Golf
127,548,Peterson,Golf
127,549,Peterson,Golf
127,550,Peterson,Golf
127,551,Peterson,Golf
127,552,Peterson,Golf
127,553,Peterson,Golf
127,554,Peterson,Golf
128,532,Peterson,Golf
128,533,Peterson,Golf
128,534,Peterson,Golf
128,535,Peterson,Golf
128,530,Peterson,Golf
128,531,Peterson,Golf
128,536,Peterson,Golf
128,537,Peterson,Golf
128,538,Peterson,Golf
128,539,Peterson,Golf
128,540,Peterson,Golf
128,541,Peterson,Golf
128,542,Peterson,Golf
128,543,Peterson,Golf
128,544,Peterson,Golf
128,545,Peterson,Golf
128,546,Peterson,Golf
128,547,Peterson,Golf
128,548,Peterson,Golf
128,549,Peterson,Golf
128,550,Peterson,Golf
128,551,Peterson,Golf
128,552,Peterson,Golf
128,553,Peterson,Golf
129,532,Peterson,Golf
129,533,Peterson,Golf
129,534,Peterson,Golf
129,535,Peterson,Golf
129,529,Peterson,Golf
129,530,Peterson,Golf
129,531,Peterson,Golf
129,536,Peterson,Golf
129,537,Peterson,Golf
129,538,Peterson,Golf
129,539,Peterson,Golf
129,540,Peterson,Golf
129,541,Peterson,Golf
129,542,Peterson,Golf
129,543,Peterson,Golf
129,544,Peterson,Golf
129,545,Peterson,Golf
129,546,Peterson,Golf
129,547,Peterson,Golf
129,548,Peterson,Golf
129,549,Peterson,Golf
129,550,Peterson,Golf
129,551,Peterson,Golf
129,552,Peterson,Golf
130,532,Peterson,Golf
130,533,Peterson,Golf
130,534,Peterson,Golf
130,535,Peterson,Golf
130,529,Peterson,Golf
130,530,Peterson,Golf
130,531,Peterson,Golf
130,536,Peterson,Golf
130,537,Peterson,Golf
130,538,Peterson,Golf
130,539,Peterson,Golf
130,540,Peterson,Golf
130,541,Peterson,Golf
130,542,Peterson,Golf
130,543,Peterson,Golf
130,544,Peterson,Golf
130,545,Peterson,Golf
130,546,Peterson,Golf
130,547,Peterson,Golf
130,548,Peterson,Golf
130,549,Peterson,Golf
130,550,Peterson,Golf
130,551,Peterson,Golf
130,552,Peterson,Golf
131,532,Peterson,Golf
131,533,Peterson,Golf
131,534,Peterson,Golf
131,535,Peterson,Golf
131,529,Peterson,Golf
131,530,Peterson,Golf
131,531,Peterson,Golf
131,536,Peterson,Golf
131,537,Peterson,Golf
131,538,Peterson,Golf
131,539,Peterson,Golf
131,540,Peterson,Golf
131,541,Peterson,Golf
131,542,Peterson,Golf
131,543,Peterson,Golf
131,544,Peterson,Golf
131,545,Peterson,Golf
131,546,Peterson,Golf
131,547,Peterson,Golf
131,548,Peterson,Golf
131,549,Peterson,Golf
131,550,Peterson,Golf
131,551,Peterson,Golf
132,533,Peterson,Golf
132,534,Peterson,Golf
132,535,Peterson,Golf
132,536,Peterson,Golf
132,529,Peterson,Golf
132,530,Peterson,Golf
132,531,Peterson,Golf
132,532,Peterson,Golf
132,537,Peterson,Golf
132,538,Peterson,Golf
132,539,Peterson,Golf
132,540,Peterson,Golf
132,541,Peterson,Golf
132,542,Peterson,Golf
132,543,Peterson,Golf
132,544,Peterson,Golf
132,545,Peterson,Golf
132,546,Peterson,Golf
132,547,Peterson,Golf
132,548,Peterson,Golf
132,549,Peterson,Golf
132,550,Peterson,Golf
132,551,Peterson,Golf
133,533,Peterson,Golf
133,534,Peterson,Golf
133,535,Peterson,Golf
133,536,Peterson,Golf
133,528,Peterson,Golf
133,529,Peterson,Golf
133,530,Peterson,Golf
133,531,Peterson,Golf
133,532,Peterson,Golf
133,537,Peterson,Golf
133,538,Peterson,Golf
133,539,Peterson,Golf
133,540,Peterson,Golf
133,541,Peterson,Golf
133,542,Peterson,Golf
133,543,Peterson,Golf
133,544,Peterson,Golf
133,545,Peterson,Golf
133,546,Peterson,Golf
133,547,Peterson,Golf
133,548,Peterson,Golf
133,549,Peterson,Golf
133,550,Peterson,Golf
134,533,Peterson,Golf
134,534,Peterson,Golf
134,535,Peterson,Golf
134,536,Peterson,Golf
134,529,Peterson,Golf
134,530,Peterson,Golf
134,531,Peterson,Golf
134,532,Peterson,Golf
134,537,Peterson,Golf
134,538,Peterson,Golf
134,539,Peterson,Golf
134,540,Peterson,Golf
134,541,Peterson,Golf
134,542,Peterson,Golf
134,543,Peterson,Golf
134,544,Peterson,Golf
134,545,Peterson,Golf
134,546,Peterson,Golf
134,547,Peterson,Golf
134,548,Peterson,Golf
134,549,Peterson,Golf
134,550,Peterson,Golf
135,533,Peterson,Golf
135,534,Peterson,Golf
135,535,Peterson,Golf
135,529,Peterson,Golf
135,530,Peterson,Golf
135,531,Peterson,Golf
135,532,Peterson,Golf
135,536,Peterson,Golf
135,537,Peterson,Golf
135,538,Peterson,Golf
135,539,Peterson,Golf
135,540,Peterson,Golf
135,541,Peterson,Golf
135,542,Peterson,Golf
135,543,Peterson,Golf
135,544,Peterson,Golf
135,545,Peterson,Golf
135,546,Peterson,Golf
135,547,Peterson,Golf
135,548,Peterson,Golf
135,549,Peterson,Golf
136,529,Peterson,Golf
136,530,Peterson,Golf
136,531,Peterson,Golf
136,532,Peterson,Golf
136,533,Peterson,Golf
136,534,Peterson,Golf
136,535,Peterson,Golf
136,536,Peterson,Golf
136,537,Peterson,Golf
136,538,Peterson,Golf
136,539,Peterson,Golf
136,540,Peterson,Golf
136,541,Peterson,Golf
136,542,Peterson,Golf
136,543,Peterson,Golf
136,544,Peterson,Golf
136,545,Peterson,Golf
136,546,Peterson,Golf
136,547,Peterson,Golf
136,548,Peterson,Golf
137,530,Peterson,Golf
137,531,Peterson,Golf
137,532,Peterson,Golf
137,533,Peterson,Golf
137,534,Peterson,Golf
137,535,Peterson,Golf
137,536,Peterson,Golf
137,537,Peterson,Golf
137,538,Peterson,Golf
137,539,Peterson,Golf
137,540,Peterson,Golf
137,541,Peterson,Golf
137,542,Peterson,Golf
137,543,Peterson,Golf
137,544,Peterson,Golf
137,545,Peterson,Golf
137,546,Peterson,Golf
137,547,Peterson,Golf
137,548,Peterson,Golf
138,530,Peterson,Golf
138,531,Peterson,Golf
138,532,Peterson,Golf
138,533,Peterson,Golf
138,534,Peterson,Golf
138,535,Peterson,Golf
138,536,Peterson,Golf
138,537,Peterson,Golf
138,538,Peterson,Golf
138,539,Peterson,Golf
138,540,Peterson,Golf
138,541,Peterson,Golf
138,542,Peterson,Golf
138,543,Peterson,Golf
138,544,Peterson,Golf
138,545,Peterson,Golf
138,546,Peterson,Golf
138,547,Peterson,Golf
139,530,Peterson,Golf
139,531,Peterson,Golf
139,532,Peterson,Golf
139,533,Peterson,Golf
139,534,Peterson,Golf
139,535,Peterson,Golf
139,536,Peterson,Golf
139,537,Peterson,Golf
139,538,Peterson,Golf
139,539,Peterson,Golf
139,540,Peterson,Golf
139,541,Peterson,Golf
139,542,Peterson,Golf
139,543,Peterson,Golf
139,544,Peterson,Golf
139,545,Peterson,Golf
139,546,Peterson,Golf
139,547,Peterson,Golf
139,525,Peterson,Golf
139,526,Peterson,Golf
139,527,Peterson,Golf
140,531,Peterson,Golf
140,532,Peterson,Golf
140,533,Peterson,Golf
140,534,Peterson,Golf
140,535,Peterson,Golf
140,536,Peterson,Golf
140,537,Peterson,Golf
140,538,Peterson,Golf
140,539,Peterson,Golf
140,540,Peterson,Golf
140,541,Peterson,Golf
140,542,Peterson,Golf
140,543,Peterson,Golf
140,544,Peterson,Golf
140,545,Peterson,Golf
140,546,Peterson,Golf
140,525,Peterson,Golf
140,526,Peterson,Golf
140,527,Peterson,Golf
140,528,Peterson,Golf
141,532,Peterson,Golf
141,533,Peterson,Golf
141,534,Peterson,Golf
141,535,Peterson,Golf
141,536,Peterson,Golf
141,537,Peterson,Golf
141,538,Peterson,Golf
141,539,Peterson,Golf
141,540,Peterson,Golf
141,541,Peterson,Golf
141,542,Peterson,Golf
141,543,Peterson,Golf
141,544,Peterson,Golf
141,545,Peterson,Golf
141,525,Peterson,Golf
141,526,Peterson,Golf
141,527,Peterson,Golf
141,528,Peterson,Golf
141,531,Peterson,Golf
142,532,Peterson,Golf
142,533,Peterson,Golf
142,534,Peterson,Golf
142,535,Peterson,Golf
142,536,Peterson,Golf
142,537,Peterson,Golf
142,538,Peterson,Golf
142,539,Peterson,Golf
142,540,Peterson,Golf
142,541,Peterson,Golf
142,542,Peterson,Golf
142,543,Peterson,Golf
142,544,Peterson,Golf
142,545,Peterson,Golf
142,526,Peterson,Golf
142,527,Peterson,Golf
142,528,Peterson,Golf
142,529,Peterson,Golf
143,533,Peterson,Golf
143,534,Peterson,Golf
143,535,Peterson,Golf
143,536,Peterson,Golf
143,537,Peterson,Golf
143,538,Peterson,Golf
143,539,Peterson,Golf
143,540,Peterson,Golf
143,541,Peterson,Golf
143,542,Peterson,Golf
143,543,Peterson,Golf
143,544,Peterson,Golf
143,526,Peterson,Golf
143,527,Peterson,Golf
143,528,Peterson,Golf
143,529,Peterson,Golf
143,532,Peterson,Golf
144,533,Peterson,Golf
144,534,Peterson,Golf
144,535,Peterson,Golf
144,536,Peterson,Golf
144,537,Peterson,Golf
144,538,Peterson,Golf
144,539,Peterson,Golf
144,540,Peterson,Golf
144,541,Peterson,Golf
144,542,Peterson,Golf
144,543,Peterson,Golf
144,544,Peterson,Golf
144,526,Peterson,Golf
144,527,Peterson,Golf
144,528,Peterson,Golf
144,529,Peterson,Golf
144,530,Peterson,Golf
145,534,Peterson,Golf
145,535,Peterson,Golf
145,536,Peterson,Golf
145,537,Peterson,Golf
145,538,Peterson,Golf
145,539,Peterson,Golf
145,540,Peterson,Golf
145,541,Peterson,Golf
145,542,Peterson,Golf
145,543,Peterson,Golf
145,527,Peterson,Golf
145,528,Peterson,Golf
145,529,Peterson,Golf
145,530,Peterson,Golf
146,523,Peterson,Golf
146,524,Peterson,Golf
146,525,Peterson,Golf
146,526,Peterson,Golf
146,527,Peterson,Golf
146,534,Peterson,Golf
146,535,Peterson,Golf
146,536,Peterson,Golf
146,537,Peterson,Golf
146,538,Peterson,Golf
146,539,Peterson,Golf
146,540,Peterson,Golf
146,541,Peterson,Golf
146,542,Peterson,Golf
146,543,Peterson,Golf
146,528,Peterson,Golf
146,529,Peterson,Golf
146,530,Peterson,Golf
146,531,Peterson,Golf
147,522,Peterson,Golf
147,523,Peterson,Golf
147,524,Peterson,Golf
147,525,Peterson,Golf
147,526,Peterson,Golf
147,527,Peterson,Golf
147,534,Peterson,Golf
147,535,Peterson,Golf
147,536,Peterson,Golf
147,537,Peterson,Golf
147,538,Peterson,Golf
147,539,Peterson,Golf
147,540,Peterson,Golf
147,541,Peterson,Golf
147,542,Peterson,Golf
147,528,Peterson,Golf
147,529,Peterson,Golf
147,530,Peterson,Golf
147,531,Peterson,Golf
148,522,Peterson,Golf
148,523,Peterson,Golf
148,524,Peterson,Golf
148,525,Peterson,Golf
148,526,Peterson,Golf
148,527,Peterson,Golf
148,534,Peterson,Golf
148,535,Peterson,Golf
148,536,Peterson,Golf
148,537,Peterson,Golf
148,538,Peterson,Golf
148,539,Peterson,Golf
148,540,Peterson,Golf
148,541,Peterson,Golf
148,528,Peterson,Golf
148,529,Peterson,Golf
148,530,Peterson,Golf
148,531,Peterson,Golf
149,522,Peterson,Golf
149,523,Peterson,Golf
149,524,Peterson,Golf
149,525,Peterson,Golf
149,526,Peterson,Golf
149,527,Peterson,Golf
149,534,Peterson,Golf
149,535,Peterson,Golf
149,536,Peterson,Golf
149,537,Peterson,Golf
149,538,Peterson,Golf
149,539,Peterson,Golf
149,540,Peterson,Golf
149,541,Peterson,Golf
149,528,Peterson,Golf
149,529,Peterson,Golf
149,530,Peterson,Golf
149,531,Peterson,Golf
150,522,Peterson,Golf
150,523,Peterson,Golf
150,524,Peterson,Golf
150,525,Peterson,Golf
150,526,Peterson,Golf
150,534,Peterson,Golf
150,535,Peterson,Golf
150,536,Peterson,Golf
150,537,Peterson,Golf
150,538,Peterson,Golf
150,539,Peterson,Golf
150,540,Peterson,Golf
150,528,Peterson,Golf
150,529,Peterson,Golf
150,530,Peterson,Golf
150,531,Peterson,Golf
151,521,Peterson,Golf
151,522,Peterson,Golf
151,523,Peterson,Golf
151,524,Peterson,Golf
151,525,Peterson,Golf
151,534,Peterson,Golf
151,535,Peterson,Golf
151,536,Peterson,Golf
151,537,Peterson,Golf
151,538,Peterson,Golf
151,539,Peterson,Golf
151,540,Peterson,Golf
151,528,Peterson,Golf
151,529,Peterson,Golf
151,530,Peterson,Golf
151,531,Peterson,Golf
152,522,Peterson,Golf
152,523,Peterson,Golf
152,524,Peterson,Golf
152,525,Peterson,Golf
152,534,Peterson,Golf
152,535,Peterson,Golf
152,536,Peterson,Golf
152,537,Peterson,Golf
152,538,Peterson,Golf
152,539,Peterson,Golf
152,529,Peterson,Golf
152,530,Peterson,Golf
152,531,Peterson,Golf
153,522,Peterson,Golf
153,523,Peterson,Golf
153,524,Peterson,Golf
153,532,Peterson,Golf
153,534,Peterson,Golf
153,535,Peterson,Golf
153,536,Peterson,Golf
153,537,Peterson,Golf
153,538,Peterson,Golf
153,529,Peterson,Golf
153,530,Peterson,Golf
154,522,Peterson,Golf
154,523,Peterson,Golf
154,524,Peterson,Golf
154,532,Peterson,Golf
154,533,Peterson,Golf
154,534,Peterson,Golf
155,523,Peterson,Golf
155,531,Peterson,Golf
155,532,Peterson,Golf
155,533,Peterson,Golf
155,534,Peterson,Golf
155,535,Peterson,Golf
155,536,Peterson,Golf
156,531,Peterson,Golf
156,532,Peterson,Golf
156,533,Peterson,Golf
156,534,Peterson,Golf
156,535,Peterson,Golf
156,536,Peterson,Golf
156,537,Peterson,Golf
157,530,Peterson,Golf
157,531,Peterson,Golf
157,532,Peterson,Golf
157,533,Peterson,Golf
157,534,Peterson,Golf
157,535,Peterson,Golf
157,536,Peterson,Golf
157,537,Peterson,Golf
158,529,Peterson,Golf
158,530,Peterson,Golf
158,531,Peterson,Golf
158,532,Peterson,Golf
158,533,Peterson,Golf
158,534,Peterson,Golf
158,535,Peterson,Golf
158,536,Peterson,Golf
159,529,Peterson,Golf
159,530,Peterson,Golf
159,531,Peterson,Golf
159,532,Peterson,Golf
159,533,Peterson,Golf
159,534,Peterson,Golf
159,535,Peterson,Golf
159,536,Peterson,Golf
160,530,Peterson,Golf
160,531,Peterson,Golf
160,532,Peterson,Golf
160,533,Peterson,Golf
160,534,Peterson,Golf
160,535,Peterson,Golf
161,532,Peterson,Golf
161,533,Peterson,Golf
161,534,Peterson,Golf
161,535,Peterson,Golf
162,533,Peterson,Golf
162,534,Peterson,Golf
189,572,Peterson,AFFF
190,571,Peterson,AFFF
190,572,Peterson,AFFF
190,573,Peterson,AFFF
190,574,Peterson,AFFF
191,570,Peterson,AFFF
191,571,Peterson,AFFF
191,572,Peterson,AFFF
191,573,Peterson,AFFF
191,574,Peterson,AFFF
192,570,Peterson,AFFF
192,571,Peterson,AFFF
192,572,Peterson,AFFF
192,573,Peterson,AFFF
193,571,Peterson,AFFF
193,572,Peterson,AFFF
