time,FOUNTAINNO.1,SC01406518ACDT02-MW006,SC01406518CAAMW1-1,SC01406519ABDT04-MW004,SC01406519BBBT01-MW002,SC01406520CDBMW2-4,SC01406527ACB1,SC01406527DDB1BANNING-LEWISRANCHES,SC01406527DDB2,SC01406527DDC1,SC01406528BBC03-002,SC01406529BCBT07-MW004,SC01406529CDDPAFB07MW03,SC01406530DBDT07-MW006,SC01406531BBCT13-MW004,SC01406531CBC04-009,SC01406531DACT11-MW001,SC01406531DCCT12-MW003,SC01406534AAC1,SC01406534DAB1,SC01406627DCC,SC01406632ADA1U-4WIDEFIELD,SC01406633CAD1,SC01406633DAC2,SC01406633DBB1U-5,SC01406633DBB2,SC01406633DBB3,SC01406634AAA,SC01406634CCC1,SC01406634DBB1,SC01406634DBB2,SC01406635CAACO259-26,SC01506503AAB2,SC01506508CAB,SC01506510AAB,SC01506510ABA,SC01506510ABB2,SC01506515DAA,SC01506519BAD1NONUM-2,SC01506519BCB1U-17,SC01506522DBA1,SC01506522DBA4,SC01506522DBB1,SC01506527ACA1,SC01506528DCD1USGS384231104400600,SC01506528DCD2,SC01506530CDAFRANCOIS,SC01506533BDD1,SC01506602CCC1,SC01506602CCC2U-9,SC01506603ABATH-22,SC01506603BAC1MARSGAS,SC01506603BBCTH-42,SC01506603BCA2,SC01506603CAB1,SC01506603CAB2,SC01506603CAB3U-08,SC01506603CAB4,SC01506603CAB5,SC01506603CAD1STRATMOORHILLS4,SC01506603DCA1,SC01506603DDBSECURITY14,SC01506604ABA1U-7,SC01506604ACATH-52,SC01506610ADB1TH-7,SC01506610ADB2TH-46,SC01506611ACD1U-10,SC01506611BBB2,SC01506611BCA,SC01506611BDC,SC01506611BDC2,SC01506611BDC3U-11,SC01506611CAA,SC01506611CDB,SC01506611CDD1,SC01506611CDD2U-12,SC01506611DCB2,SC01506612ABA,SC01506612CDCCO259-25,SC01506613ADD,SC01506613BCC2,SC01506613CBD1U-14B,SC01506613CBD2U-14,SC01506613CCA,SC01506613CDD,SC01506613DDC1U-15,SC01506614AAC2,SC01506614AADSECURITY2,SC01506614ABB,SC01506614ADD,SC01506614BAA,SC01506614BBATH-5,SC01506614DAA1U-13,SC01506614DAD1,SC01506619ADA2,SC01506624ABC1,SC01506624ABC2U-16,SC01506624BAA1,SC01506624BAD1WIDEFIELD4,SC01506624DAB2U-18,SC01506624DBD2U-19,SC01506624DBD3,SC01506624DCA1,SC01506625AAA1,SC01606504BBB,SC01606505ADAUSGS384122104410000,SC01606505ADD,SC01606505CCBFOUNTAIN3,SC01606505DCD,SC01606505DDC,SC01606505DDC2,SC01606506ABB1,SC01606506ABB2,SC01606506ABB3,SC01606506ABB4,SC01606506ACC1,SC01606506DAAFOUNTAIN2,SC01606506DAB1,SC01606506DAB2,SC01606508AAB,SC01606508DBA1DELBERTWELLSWELL1,SC01606508DBB,SC01606508DCB,SC01606508DCC,SC01606516BBA1,SC01606516CCC1,SC01606517AAA1,SC01606517AAA2,SC01606517DDA,SC01606520AAA1,SC01606520AAB,SC01606521BAB,SC01606521BBA1,SC01606521BBC,SC01606521BCB,SCO1406633DAC2,SCO1406634CCD,SCO1416633DAC1,SCO1506601BBDTH-53,SCO1506602BBBTH-18,SCO1506602BDC,SCO1506602CAA,SCO1506603AAD,SCO1506603BAC,SCO1506604AAA,SCO1506604AABTH-49,SCO1506604ABA2TH-50,SCO1506610BAA,SCO1506611ABCTH-47
1765.000000000,1681.129004,1883.825794,1877.434972,1854.172358,1859.936068,1838.753121,1819.686596,1812.400344,1810.683943,1808.654529,1828.079650,1822.806604,1814.531219,1815.824533,1808.343687,1801.979218,1804.060642,1799.549476,1801.310997,1794.072288,1791.934385,1783.114509,1770.077197,1765.283586,1766.692954,1766.692954,1766.692954,1793.025754,1766.489753,1780.409739,1780.213852,1792.700221,1783.035136,1670.611447,1760.940117,1760.899110,1760.073012,1746.852213,1734.191087,1721.461424,1732.426519,1732.055533,1732.142098,1724.811053,1705.226034,1704.581395,1700.048380,1699.351819,1754.001716,1754.001716,1770.661978,1759.416823,1758.667749,1755.907971,1754.089527,1753.678698,1753.678698,1753.678698,1753.678698,1755.025937,1755.546028,1756.172567,1762.198209,1759.728767,1743.676331,1743.620579,1748.619718,1748.521246,1746.184420,1742.699428,1742.574792,1742.574792,1740.938641,1739.797783,1738.195446,1738.195446,1739.407778,1771.669784,1741.049490,1740.026710,1728.200750,1726.041106,1726.041106,1724.498852,1721.877166,1725.639112,1734.190456,1733.778399,1736.375755,1729.102001,1736.375755,1737.424997,1727.613004,1724.811277,1707.474972,1719.020817,1719.020817,1721.129255,1719.573972,1715.269862,1713.942635,1713.942635,1712.802030,1709.999723,1688.750000,1685.777312,1684.212987,1677.905144,1675.049717,1674.842650,1675.587008,1687.894566,1687.894566,1687.894566,1687.894566,1682.823570,1680.085463,1680.511771,1680.511771,1674.144374,1670.326724,1670.546182,1668.998482,1667.869180,1666.346363,1659.704054,1666.696276,1666.696276,1665.058316,1659.103815,1658.502569,1658.952133,1659.800433,1657.840844,1656.000000,1765.283586,1768.610166,1764.993594,1785.839669,1776.389534,1768.585737,1768.286484,1770.378787,1761.660598,1762.636062,1761.771697,1761.894608,1749.071760,1750.925007
1826.000000000,1681.127883,1883.825360,1877.433944,1854.167899,1859.933141,1838.746313,1819.686311,1812.397353,1810.679708,1808.648834,1828.071831,1822.798214,1814.522228,1815.815289,1808.332769,1801.968476,1804.050862,1799.539440,1801.299400,1794.054275,1791.920239,1783.114366,1770.076538,1765.280026,1766.696972,1766.696972,1766.696972,1793.011470,1766.485544,1780.398337,1780.202562,1792.686673,1783.012997,1670.609220,1760.922373,1760.881367,1760.056043,1746.860510,1734.185012,1721.458979,1732.447553,1732.076564,1732.163395,1724.826724,1705.211432,1704.565844,1700.048101,1699.331202,1753.997456,1753.997456,1770.653327,1759.414093,1758.666413,1755.908025,1754.088545,1753.677892,1753.677892,1753.677892,1753.677892,1755.023242,1755.542187,1756.168143,1762.197809,1759.717495,1743.678054,1743.622905,1748.615725,1748.518694,1746.182290,1742.698079,1742.573286,1742.573286,1740.937147,1739.796863,1738.194259,1738.194259,1739.406090,1771.660176,1741.045957,1740.020990,1728.199635,1726.040013,1726.040013,1724.497730,1721.875903,1725.636604,1734.189102,1733.776914,1736.374527,1729.101073,1736.374527,1737.419797,1727.612592,1724.810931,1707.474702,1719.019792,1719.019792,1721.128066,1719.573261,1715.269158,1713.942142,1713.942142,1712.801372,1709.999133,1688.731108,1685.760340,1684.197356,1677.902821,1675.043303,1674.836116,1675.579815,1687.894327,1687.894327,1687.894327,1687.894327,1682.823346,1680.083989,1680.510541,1680.510541,1674.138500,1670.323299,1670.543052,1668.995920,1667.867244,1666.343358,1659.703257,1666.693417,1666.693417,1665.056020,1659.103302,1658.502404,1658.952091,1659.799698,1657.840581,1656.000000,1765.280026,1768.604442,1764.988820,1785.828539,1776.378558,1768.576858,1768.276896,1770.369546,1761.656669,1762.634208,1761.771056,1761.893459,1749.073494,1750.921534
1885.000000000,1681.126039,1883.824534,1877.431955,1854.159201,1859.927435,1838.733025,1819.685741,1812.392018,1810.672263,1808.638959,1828.056560,1822.781825,1814.504661,1815.797221,1808.311541,1801.947433,1804.031726,1799.519773,1801.279475,1794.023942,1791.893639,1783.114076,1770.076091,1765.280508,1766.693471,1766.693471,1766.693471,1792.984740,1766.477695,1780.376959,1780.181408,1792.660767,1782.975102,1670.605070,1760.890073,1760.849122,1760.025984,1746.875831,1734.173381,1721.454302,1732.485410,1732.114537,1732.201299,1724.854403,1705.185425,1704.538074,1700.047501,1699.294791,1753.989634,1753.989634,1770.637640,1759.409230,1758.664034,1755.905445,1754.085406,1753.674940,1753.674940,1753.674940,1753.674940,1755.017927,1755.535097,1756.159888,1762.198147,1759.727113,1743.676581,1743.620923,1748.608384,1748.514113,1746.178527,1742.695535,1742.570534,1742.570534,1740.934362,1739.794750,1738.191845,1738.191845,1739.402987,1771.641845,1741.039293,1740.009670,1728.197536,1726.037981,1726.037981,1724.495737,1721.873880,1725.631771,1734.186743,1733.774214,1736.372158,1729.099002,1736.372158,1737.423114,1727.610787,1724.809918,1707.474164,1719.018239,1719.018239,1721.126163,1719.571789,1715.267695,1713.941555,1713.941555,1712.800947,1709.998072,1688.695875,1685.729070,1684.168827,1677.898658,1675.031254,1674.823772,1675.566299,1687.893996,1687.893996,1687.893996,1687.893996,1682.822246,1680.081555,1680.508499,1680.508499,1674.127354,1670.316865,1670.537221,1668.991264,1667.863753,1666.337709,1659.701992,1666.688127,1666.688127,1665.051880,1659.102293,1658.501473,1658.952022,1659.798484,1657.840032,1656.000000,1765.280508,1768.593882,1764.991123,1785.806711,1776.357501,1768.560234,1768.259912,1770.351836,1761.649872,1762.630677,1761.770466,1761.893688,1749.071203,1750.916060
1915.000000000,1681.124538,1883.823834,1877.430266,1854.151801,1859.922582,1838.721713,1819.685241,1812.387718,1810.666271,1808.631033,1828.043551,1822.767860,1814.489684,1815.781813,1808.293500,1801.929511,1804.015388,1799.502967,1801.263722,1794.000529,1791.871659,1783.113859,1770.075516,1765.277789,1766.695369,1766.695369,1766.695369,1792.962709,1766.471356,1780.359290,1780.163926,1792.639079,1782.945222,1670.601681,1760.863697,1760.822807,1760.001739,1746.888241,1734.163533,1721.450372,1732.515943,1732.145195,1732.231756,1724.876491,1705.164608,1704.515922,1700.047158,1699.265544,1753.983214,1753.983214,1770.624637,1759.405307,1758.662082,1755.904556,1754.083457,1753.673193,1753.673193,1753.673193,1753.673193,1755.013685,1755.529180,1756.153030,1762.197979,1759.722213,1743.677271,1743.621863,1748.602292,1748.510301,1746.175396,1742.693469,1742.568273,1742.568273,1740.932078,1739.793166,1738.189892,1738.189892,1739.400448,1771.626445,1741.033772,1739.999975,1728.195770,1726.036350,1726.036350,1724.494148,1721.872125,1725.627749,1734.184652,1733.771892,1736.370198,1729.097352,1736.370198,1737.420106,1727.609686,1724.809237,1707.473774,1719.016876,1719.016876,1721.124516,1719.570707,1715.266492,1713.940744,1713.940744,1712.800140,1709.997209,1688.667183,1685.703709,1684.145638,1677.895340,1675.021379,1674.813638,1675.555201,1687.893732,1687.893732,1687.893732,1687.893732,1682.821737,1680.079612,1680.506848,1680.506848,1674.118173,1670.311565,1670.532429,1668.987467,1667.860920,1666.333089,1659.700937,1666.683825,1666.683825,1665.048534,1659.101490,1658.500964,1658.951967,1659.797518,1657.839643,1656.000000,1765.277789,1768.585325,1764.988278,1785.788091,1776.339882,1768.546443,1768.246231,1770.337019,1761.644318,1762.627856,1761.769766,1761.892921,1749.071590,1750.911934
2100.000000000,1681.124307,1883.823717,1877.429996,1854.150627,1859.921813,1838.719917,1819.685150,1812.386875,1810.664875,1808.629139,1828.041485,1822.765641,1814.487304,1815.779364,1808.290580,1801.926666,1804.012789,1799.500293,1801.260175,1793.995407,1791.868201,1783.113824,1770.075521,1765.277310,1766.695604,1766.695604,1766.695604,1792.959106,1766.470280,1780.356303,1780.160951,1792.635540,1782.937527,1670.601103,1760.859468,1760.818621,1759.997039,1746.890114,1734.161491,1721.449766,1732.521555,1732.150801,1732.237312,1724.880719,1705.160554,1704.511547,1700.047081,1699.260558,1753.982079,1753.982079,1770.622217,1759.404600,1758.661796,1755.904386,1754.083107,1753.672866,1753.672866,1753.672866,1753.672866,1755.012980,1755.528229,1756.151908,1762.197913,1759.720637,1743.677533,1743.622228,1748.601004,1748.509706,1746.174907,1742.693140,1742.567912,1742.567912,1740.931708,1739.792857,1738.189564,1738.189564,1739.400038,1771.623540,1741.032816,1739.998438,1728.195498,1726.036081,1726.036081,1724.493880,1721.871907,1725.627117,1734.184299,1733.771500,1736.369870,1729.097081,1736.369870,1737.419833,1727.609471,1724.809125,1707.473713,1719.016689,1719.016689,1721.124318,1719.570576,1715.266258,1713.940604,1713.940604,1712.800026,1709.997067,1688.662577,1685.699582,1684.141990,1677.894778,1675.019885,1674.812086,1675.553520,1687.893677,1687.893677,1687.893677,1687.893677,1682.821550,1680.079306,1680.506596,1680.506596,1674.116753,1670.310679,1670.531638,1668.986835,1667.860454,1666.332388,1659.700780,1666.683106,1666.683106,1665.047982,1659.101377,1658.500871,1658.951958,1659.797364,1657.839591,1656.000000,1765.277310,1768.583923,1764.987593,1785.785138,1776.337056,1768.543869,1768.243696,1770.334637,1761.643289,1762.627362,1761.769576,1761.892678,1749.071814,1750.908381
2130.000000000,1681.122934,1883.822982,1877.428230,1854.142911,1859.916756,1838.708110,1819.684584,1812.382222,1810.658471,1808.620652,1828.027894,1822.751046,1814.471646,1815.763247,1808.271733,1801.907962,1803.995676,1799.482698,1801.243592,1793.971209,1791.845476,1783.113624,1770.075689,1765.274291,1766.698596,1766.698596,1766.698596,1792.936370,1766.463761,1780.338110,1780.142957,1792.613091,1782.907078,1670.597654,1760.832018,1760.791206,1759.972014,1746.902828,1734.151252,1721.445633,1732.553009,1732.182343,1732.268871,1724.903535,1705.139201,1704.488935,1700.046569,1699.229909,1753.975557,1753.975557,1770.608561,1759.400859,1758.660076,1755.903928,1754.081510,1753.671466,1753.671466,1753.671466,1753.671466,1755.008944,1755.522314,1756.144955,1762.197748,1759.715231,1743.678250,1743.623181,1748.594690,1748.506033,1746.171903,1742.691153,1742.565699,1742.565699,1740.929396,1739.791013,1738.187477,1738.187477,1739.397445,1771.607662,1741.027129,1739.988359,1728.193804,1726.034441,1726.034441,1724.492278,1721.870509,1725.622986,1734.182004,1733.769019,1736.367802,1729.095485,1736.367802,1737.415743,1727.608484,1724.808473,1707.473400,1719.015596,1719.015596,1721.123078,1719.570009,1715.264890,1713.939629,1713.939629,1712.798976,1709.996230,1688.633101,1685.673402,1684.117762,1677.891500,1675.009747,1674.801710,1675.542101,1687.893425,1687.893425,1687.893425,1687.893425,1682.820363,1680.077506,1680.505089,1680.505089,1674.107370,1670.305291,1670.526758,1668.983032,1667.857682,1666.327712,1659.699828,1666.678777,1666.678777,1665.044621,1659.100735,1658.500576,1658.951907,1659.796453,1657.839349,1656.000000,1765.274291,1768.575156,1764.984676,1785.765752,1776.318866,1768.529679,1768.229463,1770.319345,1761.637724,1762.624521,1761.768927,1761.891951,1749.072262,1750.904180
2191.000000000,1681.122708,1883.822859,1877.427948,1854.141681,1859.915951,1838.706228,1819.684483,1812.381341,1810.657022,1808.618698,1828.025726,1822.748717,1814.469147,1815.760674,1808.268675,1801.904977,1803.992942,1799.479888,1801.239982,1793.966051,1791.841925,1783.113596,1770.075823,1765.273794,1766.698896,1766.698896,1766.698896,1792.932665,1766.462656,1780.335040,1780.139901,1792.609425,1782.899409,1670.597066,1760.827726,1760.786957,1759.967255,1746.904719,1734.149149,1721.444998,1732.558738,1732.188067,1732.274535,1724.907834,1705.135091,1704.484507,1700.046467,1699.224836,1753.974419,1753.974419,1770.606078,1759.400190,1758.659818,1755.903783,1754.081178,1753.671155,1753.671155,1753.671155,1753.671155,1755.008260,1755.521369,1756.143825,1762.197665,1759.713370,1743.678575,1743.623627,1748.593384,1748.505465,1746.171442,1742.690832,1742.565344,1742.565344,1740.929015,1739.790667,1738.187119,1738.187119,1739.397021,1771.604660,1741.026141,1739.986758,1728.193527,1726.034176,1726.034176,1724.492021,1721.870341,1725.622346,1734.181592,1733.768568,1736.367447,1729.095187,1736.367447,1737.415469,1727.608243,1724.808364,1707.473349,1719.015463,1719.015463,1721.122936,1719.569943,1715.264636,1713.939452,1713.939452,1712.798841,1709.996091,1688.628362,1685.669155,1684.114024,1677.890948,1675.008217,1674.800118,1675.540379,1687.893361,1687.893361,1687.893361,1687.893361,1682.820084,1680.077217,1680.504847,1680.504847,1674.105914,1670.304391,1670.525955,1668.982402,1667.857225,1666.327005,1659.699684,1666.678054,1666.678054,1665.044067,1659.100630,1658.500483,1658.951899,1659.796310,1657.839311,1656.000000,1765.273794,1768.573721,1764.983964,1785.762669,1776.315945,1768.527035,1768.226859,1770.316885,1761.636716,1762.624025,1761.768718,1761.891670,1749.072550,1750.901067
2250.000000000,1681.121392,1883.822142,1877.426264,1854.134385,1859.911174,1838.695052,1819.683862,1812.376177,1810.649650,1808.608784,1828.012852,1822.734885,1814.454300,1815.745388,1808.250682,1801.887257,1803.976692,1799.463191,1801.221060,1793.938976,1791.820222,1783.113465,1770.076573,1765.270517,1766.702418,1766.702418,1766.702418,1792.910800,1766.456301,1780.317431,1780.122456,1792.587957,1782.865144,1670.593735,1760.800793,1760.760037,1759.941461,1746.916758,1734.138555,1721.441016,1732.590632,1732.219939,1732.306792,1724.931604,1705.113067,1704.461308,1700.045892,1699.193446,1753.968169,1753.968169,1770.592172,1759.396578,1758.658336,1755.903605,1754.079862,1753.670022,1753.670022,1753.670022,1753.670022,1755.004562,1755.515880,1756.137319,1762.197474,1759.707397,1743.679390,1743.624696,1748.586730,1748.502152,1746.168758,1742.689016,1742.563303,1742.563303,1740.926795,1739.788783,1738.184996,1738.184996,1739.394498,1771.589007,1741.020634,1739.977266,1728.191919,1726.032680,1726.032680,1724.490614,1721.869277,1725.618556,1734.179193,1733.766018,1736.365332,1729.093619,1736.365332,1737.411294,1727.607331,1724.807794,1707.473091,1719.014692,1719.014692,1721.122046,1719.569725,1715.263221,1713.938098,1713.938098,1712.797599,1709.995309,1688.600094,1685.643839,1684.090331,1677.887867,1674.998723,1674.790431,1675.529637,1687.893064,1687.893064,1687.893064,1687.893064,1682.818602,1680.075570,1680.503429,1680.503429,1674.097146,1670.299272,1670.521307,1668.978811,1667.854619,1666.322693,1659.698817,1666.673964,1666.673964,1665.040869,1659.100012,1658.500203,1658.951854,1659.795499,1657.839140,1656.000000,1765.270517,1768.565241,1764.980892,1785.744382,1776.298692,1768.512891,1768.212280,1770.302368,1761.631170,1762.621156,1761.767993,1761.890847,1749.073143,1750.894397
2280.000000000,1681.119895,1883.821350,1877.424354,1854.126019,1859.905701,1838.682229,1819.683179,1812.370983,1810.642551,1808.599543,1827.998068,1822.718996,1814.437239,1815.727818,1808.230209,1801.866870,1803.957998,1799.443990,1801.203382,1793.913337,1791.796207,1783.113412,1770.077799,1765.267765,1766.704751,1766.704751,1766.704751,1792.886696,1766.449269,1780.298192,1780.103438,1792.563952,1782.833574,1670.590153,1760.772445,1760.731744,1759.915580,1746.929851,1734.127705,1721.436517,1732.623688,1732.253114,1732.339902,1724.955476,1705.090712,1704.437480,1700.045166,1699.161599,1753.961603,1753.961603,1770.577986,1759.393013,1758.656769,1755.903037,1754.078238,1753.668569,1753.668569,1753.668569,1753.668569,1755.000599,1755.509981,1756.130264,1762.197309,1759.702835,1743.680039,1743.625561,1748.580302,1748.498704,1746.165998,1742.687059,1742.561107,1742.561107,1740.924327,1739.786644,1738.182567,1738.182567,1739.391665,1771.572042,1741.014491,1739.966406,1728.190136,1726.031096,1726.031096,1724.489187,1721.868338,1725.614377,1734.176440,1733.763069,1736.362874,1729.091807,1736.362874,1737.408748,1727.606140,1724.807163,1707.472832,1719.013919,1719.013919,1721.121283,1719.569547,1715.261502,1713.936454,1713.936454,1712.796227,1709.994462,1688.568527,1685.615800,1684.064702,1677.884622,1674.987972,1674.779408,1675.517549,1687.892670,1687.892670,1687.892670,1687.892670,1682.816644,1680.073759,1680.501855,1680.501855,1674.087213,1670.293717,1670.516259,1668.974973,1667.851807,1666.317911,1659.697873,1666.669582,1666.669582,1665.037373,1659.099272,1658.499709,1658.951808,1659.794641,1657.838935,1656.000000,1765.267765,1768.555936,1764.978415,1785.723445,1776.279293,1768.497936,1768.197169,1770.286118,1761.625700,1762.618005,1761.767154,1761.890009,1749.073490,1750.890160
2466.000000000,1681.118743,1883.820790,1877.423058,1854.120412,1859.902036,1838.673629,1819.682634,1812.366580,1810.635930,1808.590574,1827.988147,1822.708328,1814.425780,1815.716016,1808.216262,1801.853194,1803.945429,1799.431077,1801.186860,1793.890240,1791.779910,1783.113450,1770.078469,1765.268157,1766.701966,1766.701966,1766.701966,1792.870090,1766.444356,1780.284616,1780.089959,1792.547476,1782.803062,1670.587593,1760.752260,1760.711615,1759.894972,1746.938610,1734.118695,1721.433480,1732.648929,1732.278301,1732.365313,1724.974624,1705.072953,1704.418736,1700.044814,1699.137307,1753.956888,1753.956888,1770.566995,1759.389974,1758.655442,1755.901263,1754.076213,1753.666613,1753.666613,1753.666613,1753.666613,1754.997422,1755.505899,1756.125451,1762.197567,1759.709223,1743.678997,1743.624165,1748.574700,1748.496272,1746.164068,1742.685637,1742.559575,1742.559575,1740.922628,1739.785190,1738.180856,1738.180856,1739.389676,1771.559340,1741.010159,1739.959129,1728.188830,1726.030036,1726.030036,1724.488302,1721.867561,1725.611655,1734.174738,1733.761163,1736.361134,1729.090378,1736.361134,1737.411318,1727.604766,1724.806546,1707.472578,1719.013198,1719.013198,1721.120545,1719.568874,1715.260159,1713.935729,1713.935729,1712.795758,1709.993847,1688.547199,1685.596676,1684.046964,1677.882292,1674.980993,1674.772255,1675.509635,1687.892377,1687.892377,1687.892377,1687.892377,1682.815418,1680.072430,1680.500634,1680.500634,1674.080700,1670.289855,1670.512764,1668.972257,1667.849715,1666.314802,1659.697139,1666.666508,1666.666508,1665.034902,1659.098499,1658.498853,1658.951775,1659.794025,1657.838603,1656.000000,1765.268157,1768.549444,1764.979719,1785.709415,1776.266176,1768.486589,1768.185605,1770.275096,1761.621333,1762.615847,1761.766824,1761.890237,1749.071905,1750.880278
2496.000000000,1681.117154,1883.820053,1877.421251,1854.112438,1859.896828,1838.661391,1819.681971,1812.361948,1810.629805,1808.582747,1827.974018,1822.693130,1814.409448,1815.699196,1808.196823,1801.833701,1803.927503,1799.412664,1801.172027,1793.868864,1791.757928,1783.113547,1770.077899,1765.270041,1766.696662,1766.696662,1766.696662,1792.848110,1766.438429,1780.267151,1780.072716,1792.525218,1782.777291,1670.584378,1760.727077,1760.686492,1759.872714,1746.950353,1734.109017,1721.429209,1732.677817,1732.307339,1732.394121,1724.995155,1705.053697,1704.398126,1700.044831,1699.109642,1753.951025,1753.951025,1770.554570,1759.385952,1758.653225,1755.898263,1754.073041,1753.663602,1753.663602,1753.663602,1753.663602,1754.992783,1755.500201,1756.118960,1762.197997,1759.721521,1743.677178,1743.621716,1748.569189,1748.492633,1746.161172,1742.683569,1742.557408,1742.557408,1740.920367,1739.783730,1738.178776,1738.178776,1739.387041,1771.543812,1741.004451,1739.948842,1728.186984,1726.028626,1726.028626,1724.487147,1721.865715,1725.607840,1734.173044,1733.759125,1736.358987,1729.088522,1736.358987,1737.416765,1727.603026,1724.805767,1707.472156,1719.011597,1719.011597,1721.118634,1719.566907,1715.258711,1713.935802,1713.935802,1712.795865,1709.993007,1688.518376,1685.571167,1684.023791,1677.879363,1674.971083,1674.762074,1675.498508,1687.892081,1687.892081,1687.892081,1687.892081,1682.815755,1680.070541,1680.498924,1680.498924,1674.071545,1670.284885,1670.508236,1668.968692,1667.846822,1666.310483,1659.695964,1666.662603,1666.662603,1665.031677,1659.097174,1658.497422,1658.951726,1659.793126,1657.837894,1656.000000,1765.270041,1768.541094,1764.983211,1785.689505,1776.248186,1768.473269,1768.172377,1770.260095,1761.616160,1762.613394,1761.766572,1761.890853,1749.069229,1750.877303
2557.000000000,1681.115450,1883.819113,1877.419057,1854.102908,1859.890608,1838.646754,1819.681046,1812.355121,1810.619947,1808.569669,1827.957109,1822.674934,1814.389888,1815.679051,1808.173238,1801.810432,1803.906019,1799.390600,1801.147842,1793.835149,1791.731148,1783.113629,1770.076446,1765.270057,1766.693127,1766.693127,1766.693127,1792.821025,1766.431029,1780.245139,1780.050896,1792.497952,1782.734545,1670.580305,1760.694545,1760.654014,1759.841066,1746.964495,1734.094931,1721.424098,1732.717162,1732.346668,1732.433797,1725.024451,1705.026565,1704.369530,1700.045084,1699.071469,1753.943171,1753.943171,1770.537104,1759.380198,1758.650450,1755.895350,1754.069364,1753.660163,1753.660163,1753.660163,1753.660163,1754.986834,1755.492934,1756.110740,1762.198104,1759.726651,1743.676620,1743.620969,1748.560683,1748.487888,1746.157318,1742.680989,1742.554678,1742.554678,1740.917660,1739.782122,1738.176461,1738.176461,1739.383866,1771.523354,1740.997358,1739.936592,1728.184833,1726.026851,1726.026851,1724.485522,1721.863190,1725.603129,1734.170938,1733.756646,1736.356606,1729.086320,1736.356606,1737.420646,1727.601085,1724.804908,1707.471603,1719.009450,1719.009450,1721.116045,1719.564437,1715.257200,1713.935794,1713.935794,1712.795944,1709.991984,1688.483662,1685.540101,1683.994835,1677.875597,1674.959593,1674.750309,1675.485474,1687.891807,1687.891807,1687.891807,1687.891807,1682.816653,1680.068298,1680.497018,1680.497018,1674.060872,1670.278686,1670.502604,1668.964140,1667.843187,1666.305406,1659.694483,1666.657656,1666.657656,1665.027688,1659.095685,1658.495929,1658.951659,1659.791920,1657.837025,1656.000000,1765.270057,1768.530834,1764.984028,1785.665741,1776.226493,1768.455331,1768.154210,1770.241937,1761.608571,1762.609964,1761.765760,1761.890543,1749.067887,1750.869473
2616.000000000,1681.115275,1883.818991,1877.418773,1854.101677,1859.889805,1838.644861,1819.680918,1812.354144,1810.618440,1808.567675,1827.954921,1822.672578,1814.387355,1815.676442,1808.170175,1801.807422,1803.903235,1799.387743,1801.144265,1793.830129,1791.727689,1783.113627,1770.076192,1765.270123,1766.692882,1766.692882,1766.692882,1792.817459,1766.430041,1780.242230,1780.048008,1792.494394,1782.727860,1670.579775,1760.690417,1760.649912,1759.836726,1746.966269,1734.093002,1721.423443,1732.722522,1732.352021,1732.439188,1725.028485,1705.022764,1704.365456,1700.045130,1699.066467,1753.942097,1753.942097,1770.534751,1759.379429,1758.650093,1755.895071,1754.068970,1753.659808,1753.659808,1753.659808,1753.659808,1754.986090,1755.491970,1756.109649,1762.198177,1759.728524,1743.676304,1743.620541,1748.559531,1748.487246,1746.156793,1742.680656,1742.554318,1742.554318,1740.917309,1739.781950,1738.176185,1738.176185,1739.383463,1771.520567,1740.996400,1739.935026,1728.184557,1726.026616,1726.026616,1724.485297,1721.862840,1725.602501,1734.170640,1733.756306,1736.356318,1729.086064,1736.356318,1737.420672,1727.600917,1724.804791,1707.471540,1719.009164,1719.009164,1721.115699,1719.564163,1715.257017,1713.935733,1713.935733,1712.795858,1709.991854,1688.479013,1685.535895,1683.991054,1677.875109,1674.958094,1674.748770,1675.483792,1687.891810,1687.891810,1687.891810,1687.891810,1682.816808,1680.068035,1680.496807,1680.496807,1674.059488,1670.277880,1670.501871,1668.963542,1667.842734,1666.304755,1659.694299,1666.657016,1666.657016,1665.027187,1659.095541,1658.495843,1658.951650,1659.791762,1657.836938,1656.000000,1765.270123,1768.529479,1764.984548,1785.662685,1776.223679,1768.452924,1768.151682,1770.239587,1761.607522,1762.609512,1761.765759,1761.890677,1749.067462,1750.866762
