time,FOUNTAINNO.1,SC01406518ACDT02-MW006,SC01406518CAAMW1-1,SC01406519ABDT04-MW004,SC01406519BBBT01-MW002,SC01406520CDBMW2-4,SC01406527ACB1,SC01406527DDB1BANNING-LEWISRANCHES,SC01406527DDB2,SC01406527DDC1,SC01406528BBC03-002,SC01406529BCBT07-MW004,SC01406529CDDPAFB07MW03,SC01406530DBDT07-MW006,SC01406531BBCT13-MW004,SC01406531CBC04-009,SC01406531DACT11-MW001,SC01406531DCCT12-MW003,SC01406534AAC1,SC01406534DAB1,SC01406627DCC,SC01406632ADA1U-4WIDEFIELD,SC01406633CAD1,SC01406633DAC2,SC01406633DBB1U-5,SC01406633DBB2,SC01406633DBB3,SC01406634AAA,SC01406634CCC1,SC01406634DBB1,SC01406634DBB2,SC01406635CAACO259-26,SC01506503AAB2,SC01506508CAB,SC01506510AAB,SC01506510ABA,SC01506510ABB2,SC01506515DAA,SC01506519BAD1NONUM-2,SC01506519BCB1U-17,SC01506522DBA1,SC01506522DBA4,SC01506522DBB1,SC01506527ACA1,SC01506528DCD1USGS384231104400600,SC01506528DCD2,SC01506530CDAFRANCOIS,SC01506533BDD1,SC01506602CCC1,SC01506602CCC2U-9,SC01506603ABATH-22,SC01506603BAC1MARSGAS,SC01506603BBCTH-42,SC01506603BCA2,SC01506603CAB1,SC01506603CAB2,SC01506603CAB3U-08,SC01506603CAB4,SC01506603CAB5,SC01506603CAD1STRATMOORHILLS4,SC01506603DCA1,SC01506603DDBSECURITY14,SC01506604ABA1U-7,SC01506604ACATH-52,SC01506610ADB1TH-7,SC01506610ADB2TH-46,SC01506611ACD1U-10,SC01506611BBB2,SC01506611BCA,SC01506611BDC,SC01506611BDC2,SC01506611BDC3U-11,SC01506611CAA,SC01506611CDB,SC01506611CDD1,SC01506611CDD2U-12,SC01506611DCB2,SC01506612ABA,SC01506612CDCCO259-25,SC01506613ADD,SC01506613BCC2,SC01506613CBD1U-14B,SC01506613CBD2U-14,SC01506613CCA,SC01506613CDD,SC01506613DDC1U-15,SC01506614AAC2,SC01506614AADSECURITY2,SC01506614ABB,SC01506614ADD,SC01506614BAA,SC01506614BBATH-5,SC01506614DAA1U-13,SC01506614DAD1,SC01506619ADA2,SC01506624ABC1,SC01506624ABC2U-16,SC01506624BAA1,SC01506624BAD1WIDEFIELD4,SC01506624DAB2U-18,SC01506624DBD2U-19,SC01506624DBD3,SC01506624DCA1,SC01506625AAA1,SC01606504BBB,SC01606505ADAUSGS384122104410000,SC01606505ADD,SC01606505CCBFOUNTAIN3,SC01606505DCD,SC01606505DDC,SC01606505DDC2,SC01606506ABB1,SC01606506ABB2,SC01606506ABB3,SC01606506ABB4,SC01606506ACC1,SC01606506DAAFOUNTAIN2,SC01606506DAB1,SC01606506DAB2,SC01606508AAB,SC01606508DBA1DELBERTWELLSWELL1,SC01606508DBB,SC01606508DCB,SC01606508DCC,SC01606516BBA1,SC01606516CCC1,SC01606517AAA1,SC01606517AAA2,SC01606517DDA,SC01606520AAA1,SC01606520AAB,SC01606521BAB,SC01606521BBA1,SC01606521BBC,SC01606521BCB,SCO1406633DAC2,SCO1406634CCD,SCO1416633DAC1,SCO1506601BBDTH-53,SCO1506602BBBTH-18,SCO1506602BDC,SCO1506602CAA,SCO1506603AAD,SCO1506603BAC,SCO1506604AAA,SCO1506604AABTH-49,SCO1506604ABA2TH-50,SCO1506610BAA,SCO1506611ABCTH-47
789.0000000000,1681.177705,1883.833442,1877.452613,1854.249948,1859.986994,1838.870652,1819.687608,1812.433773,1810.732505,1808.723281,1828.214569,1822.951442,1814.685440,1815.982822,1808.531069,1802.159859,1804.226090,1799.719568,1801.473041,1794.351282,1792.180217,1783.128552,1770.080583,1765.305478,1766.693164,1766.693164,1766.693164,1793.276294,1766.578735,1780.614424,1780.417514,1792.939909,1783.488112,1670.653772,1761.270399,1761.228054,1760.401319,1746.707608,1734.300087,1721.497340,1732.060043,1731.691012,1731.771332,1724.540793,1705.486086,1704.854171,1700.094171,1699.709988,1754.082922,1754.082922,1770.829095,1759.463183,1758.691336,1755.922436,1754.112047,1753.699853,1753.699853,1753.699853,1753.699853,1755.076207,1755.619194,1756.258160,1762.198199,1759.729902,1743.676706,1743.621090,1748.702672,1748.568369,1746.223007,1742.726346,1742.603854,1742.603854,1740.968188,1739.822362,1738.222027,1738.222027,1739.438538,1771.855248,1741.104177,1740.116019,1728.229134,1726.069818,1726.069818,1724.526878,1721.904966,1725.692657,1734.216606,1733.807364,1736.401111,1729.128258,1736.401111,1737.432033,1727.634414,1724.824275,1707.477607,1719.042017,1719.042017,1721.155095,1719.592634,1715.285775,1713.952344,1713.952344,1712.808724,1710.007904,1689.061696,1686.053532,1684.472223,1677.954737,1675.154388,1674.950693,1675.706895,1687.914173,1687.914173,1687.914173,1687.914173,1682.862732,1680.133975,1680.558993,1680.558993,1674.243875,1670.395086,1670.606343,1669.049363,1667.910511,1666.394694,1659.721077,1666.750588,1666.750588,1665.104333,1659.120341,1658.516817,1658.952855,1659.813903,1657.847387,1656.000000,1765.305478,1768.723767,1765.007836,1786.030019,1776.576959,1768.753593,1768.458246,1770.540825,1761.728298,1762.677784,1761.781256,1761.900824,1749.078116,1751.081100
819.0000000000,1681.176124,1883.833294,1877.452307,1854.248489,1859.986038,1838.868476,1819.687647,1812.433204,1810.732173,1808.722680,1828.212054,1822.948730,1814.682600,1815.979901,1808.527268,1802.156569,1804.223117,1799.716356,1801.470013,1794.346113,1792.178198,1783.127498,1770.080703,1765.305045,1766.693109,1766.693109,1766.693109,1793.272914,1766.576351,1780.610355,1780.413274,1792.935335,1783.465135,1670.652917,1761.268606,1761.227073,1760.394776,1746.706105,1734.292704,1721.497699,1732.065587,1731.696767,1731.775724,1724.544639,1705.480217,1704.847568,1700.091118,1699.707774,1754.080875,1754.080875,1770.825155,1759.462570,1758.691047,1755.922552,1754.112098,1753.699793,1753.699793,1753.699793,1753.699793,1755.075293,1755.617388,1756.255918,1762.198270,1759.731452,1743.676359,1743.620625,1748.697574,1748.567407,1746.222195,1742.725717,1742.603218,1742.603218,1740.967631,1739.821468,1738.221459,1738.221459,1739.438383,1771.848335,1741.103365,1740.114631,1728.228292,1726.068912,1726.068912,1724.525979,1721.904169,1725.690703,1734.216034,1733.806658,1736.400750,1729.127451,1736.400750,1737.431915,1727.633734,1724.823876,1707.478130,1719.041384,1719.041384,1721.154389,1719.592275,1715.285452,1713.952030,1713.952030,1712.808657,1710.008135,1689.059130,1686.052996,1684.473710,1677.953630,1675.154708,1674.950522,1675.706825,1687.913643,1687.913643,1687.913643,1687.913643,1682.860563,1680.132517,1680.557592,1680.557592,1674.243126,1670.393123,1670.605136,1669.048213,1667.909722,1666.395046,1659.720813,1666.749195,1666.749195,1665.103520,1659.120101,1658.516613,1658.952838,1659.813640,1657.847339,1656.000000,1765.305045,1768.721653,1765.008042,1786.026117,1776.574013,1768.747941,1768.456034,1770.537969,1761.727338,1762.676418,1761.781004,1761.900787,1749.077585,1751.057008
1005.000000000,1681.170960,1883.832779,1877.451257,1854.243837,1859.982990,1838.861521,1819.687804,1812.431703,1810.730234,1808.719739,1828.204028,1822.940083,1814.673516,1815.970568,1808.515769,1802.146299,1804.213560,1799.706209,1801.459734,1794.327875,1792.164002,1783.124641,1770.080797,1765.300060,1766.697807,1766.697807,1766.697807,1793.258498,1766.569206,1780.597486,1780.400277,1792.920409,1783.415365,1670.650213,1761.244672,1761.203460,1760.369314,1746.713247,1734.280971,1721.496593,1732.088398,1731.719130,1731.798929,1724.562470,1705.461982,1704.829877,1700.082965,1699.681990,1754.074853,1754.074853,1770.810458,1759.460532,1758.689892,1755.923583,1754.112400,1753.699988,1753.699988,1753.699988,1753.699988,1755.072457,1755.611732,1756.249189,1762.197880,1759.719096,1743.678133,1743.623002,1748.686511,1748.564145,1746.219495,1742.723798,1742.601183,1742.601183,1740.965768,1739.819091,1738.219756,1738.219756,1739.437084,1771.833601,1741.101783,1740.110403,1728.225772,1726.066152,1726.066152,1724.523259,1721.901647,1725.685197,1734.214267,1733.804682,1736.399487,1729.125291,1736.399487,1737.425928,1727.632122,1724.822815,1707.479380,1719.039446,1719.039446,1721.152131,1719.591086,1715.284376,1713.951089,1713.951089,1712.808159,1710.008328,1689.045050,1686.042338,1684.461090,1677.949853,1675.150289,1674.946057,1675.701025,1687.911268,1687.911268,1687.911268,1687.911268,1682.854599,1680.127831,1680.552865,1680.552865,1674.238405,1670.387713,1670.600959,1669.044518,1667.906998,1666.393487,1659.719834,1666.745364,1666.745364,1665.100628,1659.119166,1658.515973,1658.952790,1659.812819,1657.847145,1656.000000,1765.300060,1768.713845,1765.002289,1786.014250,1776.563659,1768.735170,1768.445756,1770.528219,1761.723606,1762.672589,1761.779841,1761.899295,1749.079234,1751.009429
1035.000000000,1681.162466,1883.831880,1877.449198,1854.234571,1859.976925,1838.847599,1819.687992,1812.429387,1810.727069,1808.715190,1828.188003,1822.922848,1814.655309,1815.951880,1808.493854,1802.125487,1804.194243,1799.686273,1801.447093,1794.303568,1792.134838,1783.121193,1770.080590,1765.299030,1766.694698,1766.694698,1766.694698,1793.228855,1766.557459,1780.573735,1780.376686,1792.892020,1783.370547,1670.645237,1761.203303,1761.162152,1760.331267,1746.729689,1734.271636,1721.492684,1732.128308,1731.758704,1731.840046,1724.590791,1705.434254,1704.801266,1700.071569,1699.641021,1754.064894,1754.064894,1770.790280,1759.456341,1758.687230,1755.921599,1754.110062,1753.697666,1753.697666,1753.697666,1753.697666,1755.066586,1755.602095,1756.237824,1762.198205,1759.727823,1743.676654,1743.621012,1748.678444,1748.558138,1746.214645,1742.720265,1742.597390,1742.597390,1740.961992,1739.815671,1738.216591,1738.216591,1739.433543,1771.811981,1741.096514,1740.101922,1728.221503,1726.061566,1726.061566,1724.518762,1721.897248,1725.676933,1734.211327,1733.801349,1736.396673,1729.121484,1736.396673,1737.428504,1727.628727,1724.820683,1707.479896,1719.036222,1719.036222,1721.148086,1719.588231,1715.282568,1713.950089,1713.950089,1712.807925,1710.007968,1689.009182,1686.010362,1684.430015,1677.943789,1675.137950,1674.933216,1675.686787,1687.907326,1687.907326,1687.907326,1687.907326,1682.846485,1680.120069,1680.544952,1680.544952,1674.226644,1670.378964,1670.593391,1669.038064,1667.901777,1666.388332,1659.717798,1666.739198,1666.739198,1665.095149,1659.116992,1658.513918,1658.952712,1659.811305,1657.846422,1656.000000,1765.299030,1768.699161,1765.003547,1785.992109,1776.542395,1768.716709,1768.426061,1770.509298,1761.717004,1762.667009,1761.778710,1761.899150,1749.076694,1751.000498
1096.000000000,1681.155405,1883.831043,1877.447329,1854.226346,1859.971537,1838.835190,1819.688098,1812.426539,1810.722641,1808.708608,1828.173751,1822.907542,1814.639066,1815.935219,1808.474070,1802.106700,1804.176921,1799.668578,1801.430308,1794.272277,1792.107672,1783.118860,1770.079689,1765.294980,1766.696681,1766.696681,1766.696681,1793.200975,1766.546920,1780.551021,1780.354060,1792.865985,1783.315511,1670.640369,1761.164183,1761.123045,1760.290977,1746.746113,1734.261691,1721.488863,1732.170624,1731.800484,1731.883441,1724.622361,1705.404232,1704.770032,1700.064698,1699.598976,1754.055265,1754.055265,1770.770575,1759.451010,1758.684528,1755.920558,1754.107845,1753.695619,1753.695619,1753.695619,1753.695619,1755.060879,1755.593532,1756.227853,1762.198037,1759.722455,1743.677332,1743.621941,1748.669928,1748.552480,1746.210008,1742.717111,1742.593965,1742.593965,1740.958571,1739.812991,1738.213670,1738.213670,1739.429998,1771.791277,1741.090854,1740.093405,1728.217953,1726.057774,1726.057774,1724.514944,1721.893377,1725.670797,1734.208458,1733.798219,1736.393907,1729.118386,1736.393907,1737.424895,1727.626270,1724.818971,1707.479625,1719.033360,1719.033360,1721.144499,1719.585704,1715.280904,1713.948898,1713.948898,1712.807077,1710.007240,1688.974929,1685.979284,1684.400243,1677.938073,1675.126658,1674.921519,1675.673745,1687.904125,1687.904125,1687.904125,1687.904125,1682.840956,1680.113397,1680.538216,1680.538216,1674.215924,1670.371144,1670.586449,1669.032071,1667.896749,1666.383162,1659.715697,1666.733263,1666.733263,1665.089900,1659.114887,1658.512202,1658.952632,1659.809763,1657.845667,1656.000000,1765.294980,1768.685726,1764.999819,1785.972574,1776.522536,1768.697892,1768.405338,1770.491924,1761.708943,1762.662064,1761.777511,1761.898055,1749.076851,1750.985964
1155.000000000,1681.154450,1883.830916,1877.447041,1854.225090,1859.970713,1838.833289,1819.688102,1812.426012,1810.721780,1808.707349,1828.171571,1822.905201,1814.636576,1815.932666,1808.471034,1802.103800,1804.174259,1799.665864,1801.427297,1794.266648,1792.103429,1783.118583,1770.079627,1765.294379,1766.696853,1766.696853,1766.696853,1793.196579,1766.545316,1780.547461,1780.350513,1792.861959,1783.306195,1670.639608,1761.158286,1761.117158,1760.284597,1746.748736,1734.260079,1721.488260,1732.177500,1731.807280,1731.890496,1724.627542,1705.399290,1704.764780,1700.063860,1699.592461,1754.053774,1754.053774,1770.767601,1759.450122,1758.684120,1755.920319,1754.107416,1753.695218,1753.695218,1753.695218,1753.695218,1755.059992,1755.592273,1756.226372,1762.197971,1759.720880,1743.677599,1743.622310,1748.668632,1748.551645,1746.209321,1742.716641,1742.593451,1742.593451,1740.958048,1739.812550,1738.213213,1738.213213,1739.429437,1771.788091,1741.089893,1740.092012,1728.217463,1726.057231,1726.057231,1724.514386,1721.892895,1725.669930,1734.208004,1733.797722,1736.393464,1729.117941,1736.393464,1737.424670,1727.625889,1724.818731,1707.479525,1719.032987,1719.032987,1721.144058,1719.585381,1715.280634,1713.948722,1713.948722,1712.806965,1710.007100,1688.969342,1685.974155,1684.395512,1677.937186,1675.124837,1674.919638,1675.671682,1687.903699,1687.903699,1687.903699,1687.903699,1682.840140,1680.112459,1680.537298,1680.537298,1674.214221,1670.369975,1670.585393,1669.031163,1667.895989,1666.382319,1659.715386,1666.732335,1666.732335,1665.089081,1659.114593,1658.511937,1658.952619,1659.809519,1657.845554,1656.000000,1765.294379,1768.683656,1764.999056,1785.969572,1776.519411,1768.694952,1768.401978,1770.489226,1761.707615,1762.661329,1761.777262,1761.897774,1749.077046,1750.981543
1185.000000000,1681.148868,1883.830112,1877.445141,1854.216703,1859.965209,1838.820590,1819.688088,1812.422976,1810.717437,1808.701209,1828.157009,1822.889577,1814.619937,1815.915606,1808.451077,1802.084319,1804.156448,1799.647698,1801.412416,1794.238844,1792.075938,1783.117104,1770.079286,1765.290554,1766.699738,1766.699738,1766.699738,1793.168816,1766.535541,1780.525297,1780.328539,1792.835992,1783.266346,1670.634965,1761.121760,1761.080582,1760.250298,1746.766124,1734.250985,1721.484227,1732.216946,1731.846528,1731.930621,1724.656113,1705.372294,1704.736232,1700.058924,1699.553983,1754.044949,1754.044949,1770.750920,1759.445122,1758.681581,1755.919432,1754.105283,1753.693322,1753.693322,1753.693322,1753.693322,1755.054725,1755.584388,1756.217107,1762.197806,1759.715311,1743.678306,1743.623253,1748.661735,1748.546424,1746.205033,1742.713746,1742.590261,1742.590261,1740.954748,1739.809919,1738.210273,1738.210273,1739.425882,1771.769467,1741.083842,1740.082450,1728.214429,1726.053956,1726.053956,1724.511061,1721.889864,1725.664341,1734.205019,1733.794519,1736.390625,1729.115265,1736.390625,1737.420363,1727.623940,1724.817338,1707.478897,1719.030773,1719.030773,1721.141315,1719.583645,1715.278999,1713.947508,1713.947508,1712.805846,1710.006136,1688.933488,1685.941830,1684.365490,1677.931769,1675.112622,1674.907053,1675.657860,1687.901395,1687.901395,1687.901395,1687.901395,1682.835504,1680.106911,1680.531893,1680.531893,1674.202861,1670.362715,1670.578813,1669.025613,1667.891408,1666.376612,1659.713456,1666.726519,1666.726519,1665.083993,1659.112857,1658.510665,1658.952541,1659.808012,1657.844927,1656.000000,1765.290554,1768.670833,1764.995606,1785.949419,1776.498862,1768.677806,1768.383115,1770.471583,1761.700186,1762.657005,1761.776283,1761.896830,1749.077318,1750.975893
1370.000000000,1681.148115,1883.829992,1877.444868,1854.215507,1859.964423,1838.818777,1819.688075,1812.422435,1810.716487,1808.699837,1828.154930,1822.887347,1814.617560,1815.913168,1808.448161,1802.081518,1804.153898,1799.645091,1801.409308,1794.233310,1792.072096,1783.116932,1770.079327,1765.289992,1766.699967,1766.699967,1766.699967,1793.164763,1766.534092,1780.521932,1780.325177,1792.832189,1783.256929,1670.634253,1761.116788,1761.075661,1760.244451,1746.768421,1734.249134,1721.483673,1732.223395,1731.852936,1731.937050,1724.660975,1705.367553,1704.731110,1700.058357,1699.548341,1754.043562,1754.043562,1770.748203,1759.444281,1758.681230,1755.919221,1754.104884,1753.692945,1753.692945,1753.692945,1753.692945,1755.053917,1755.583269,1756.215775,1762.197725,1759.713471,1743.678620,1743.623689,1748.660352,1748.545700,1746.204436,1742.713330,1742.589806,1742.589806,1740.954271,1739.809493,1738.209828,1738.209828,1739.425368,1771.766240,1741.082874,1740.081018,1728.214004,1726.053507,1726.053507,1724.510608,1721.889513,1725.663594,1734.204543,1733.794000,1736.390192,1729.114846,1736.390192,1737.420127,1727.623581,1724.817139,1707.478787,1719.030517,1719.030517,1721.141004,1719.583432,1715.278729,1713.947312,1713.947312,1712.805713,1710.005968,1688.928390,1685.937232,1684.361455,1677.930921,1675.110991,1674.905343,1675.656013,1687.901057,1687.901057,1687.901057,1687.901057,1682.834824,1680.106143,1680.531154,1680.531154,1674.201284,1670.361629,1670.577849,1669.024792,1667.890737,1666.375817,1659.713188,1666.725622,1666.725622,1665.083235,1659.112610,1658.510439,1658.952529,1659.807790,1657.844834,1656.000000,1765.289992,1768.669009,1764.994857,1785.946510,1776.495873,1768.674872,1768.380072,1770.469021,1761.698942,1762.656333,1761.776032,1761.896524,1749.077584,1750.971331
1400.000000000,1681.143821,1883.829251,1877.443109,1854.207776,1859.959343,1838.807044,1819.687970,1812.419347,1810.712044,1808.693571,1828.141486,1822.872927,1814.602171,1815.897387,1808.429665,1802.063391,1804.137373,1799.628185,1801.394655,1794.207362,1792.047115,1783.116041,1770.079538,1765.286238,1766.703238,1766.703238,1766.703238,1793.139656,1766.525550,1780.501754,1780.305166,1792.808444,1783.220555,1670.630087,1761.084348,1761.043201,1760.213905,1746.784118,1734.239852,1721.479898,1732.259154,1731.888589,1731.973177,1724.686975,1705.342960,1704.705156,1700.055056,1699.513610,1754.035796,1754.035796,1770.733055,1759.439814,1758.679095,1755.918643,1754.103124,1753.691402,1753.691402,1753.691402,1753.691402,1755.049334,1755.576433,1756.207698,1762.197533,1759.707527,1743.679436,1743.624760,1748.653594,1748.541267,1746.200796,1742.710845,1742.587054,1742.587054,1740.951351,1739.807064,1738.207090,1738.207090,1739.422172,1771.749150,1741.077167,1740.071621,1728.211448,1726.050874,1726.050874,1724.507996,1721.887302,1725.658833,1734.201619,1733.790894,1736.387505,1729.112502,1736.387505,1737.415980,1727.621974,1724.816043,1707.478165,1719.028969,1719.028969,1721.139054,1719.582361,1715.277186,1713.945817,1713.945817,1712.804427,1710.004943,1688.896187,1685.908421,1684.334645,1677.926042,1675.099897,1674.893954,1675.643481,1687.899362,1687.899362,1687.899362,1687.899362,1682.831106,1680.101747,1680.526930,1680.526930,1674.190947,1670.355161,1670.571993,1669.019928,1667.886795,1666.370486,1659.711555,1666.720269,1666.720269,1665.078658,1659.111174,1658.509427,1658.952460,1659.806471,1657.844337,1656.000000,1765.286238,1768.657863,1764.991474,1785.927608,1776.476846,1768.659071,1768.363366,1770.452774,1761.692272,1762.652430,1761.775072,1761.895550,1749.078060,1750.966209
1461.000000000,1681.139164,1883.828338,1877.440979,1854.198499,1859.953245,1838.792948,1819.687746,1812.414875,1810.705310,1808.684033,1828.125332,1822.855603,1814.583663,1815.878398,1808.407219,1802.041531,1804.117442,1799.607767,1801.373254,1794.171133,1792.016965,1783.115292,1770.080314,1765.282520,1766.705724,1766.705724,1766.705724,1793.109106,1766.515233,1780.477016,1780.280591,1792.779689,1783.168899,1670.625011,1761.044960,1761.003842,1760.174784,1746.802708,1734.227219,1721.475243,1732.304621,1731.933859,1732.019125,1724.720760,1705.311030,1704.671427,1700.051897,1699.469701,1754.026439,1754.026439,1770.713708,1759.434247,1758.676606,1755.917548,1754.100766,1753.689273,1753.689273,1753.689273,1753.689273,1755.043828,1755.568435,1756.198206,1762.197368,1759.702707,1743.680103,1743.625644,1748.644436,1748.536187,1746.196638,1742.707938,1742.583834,1742.583834,1740.947865,1739.804074,1738.203717,1738.203717,1739.418282,1771.727755,1741.069982,1740.060087,1728.208523,1726.047975,1726.047975,1724.505199,1721.885118,1725.653417,1734.197985,1733.787025,1736.384147,1729.109699,1736.384147,1737.412866,1727.619928,1724.814790,1707.477396,1719.027325,1719.027325,1721.137151,1719.581300,1715.275044,1713.943775,1713.943775,1712.802746,1710.003614,1688.857241,1685.873425,1684.302088,1677.920159,1675.086632,1674.880371,1675.628504,1687.897565,1687.897565,1687.897565,1687.897565,1682.826756,1680.096878,1680.522303,1680.522303,1674.178592,1670.347386,1670.564957,1669.014116,1667.882121,1666.364070,1659.709652,1666.713736,1666.713736,1665.073100,1659.109477,1658.508121,1658.952377,1659.804909,1657.843748,1656.000000,1765.282520,1768.644569,1764.988333,1785.904764,1776.453795,1768.639137,1768.342222,1770.433131,1761.683909,1762.647617,1761.773860,1761.894462,1749.078253,1750.955702
1520.000000000,1681.136389,1883.827739,1877.439569,1854.192368,1859.949214,1838.783618,1819.687530,1812.411575,1810.700438,1808.677260,1828.114637,1822.844133,1814.571396,1815.865806,1808.392338,1802.026978,1804.104193,1799.594184,1801.358540,1794.146879,1791.997087,1783.115016,1770.080621,1765.282617,1766.702690,1766.702690,1766.702690,1793.088993,1766.508705,1780.460829,1780.264529,1792.760776,1783.135970,1670.621712,1761.019429,1760.978326,1760.149773,1746.814819,1734.218885,1721.472025,1732.334357,1731.963513,1732.049213,1724.742848,1705.290185,1704.649305,1700.050411,1699.440902,1754.020546,1754.020546,1770.701276,1759.430425,1758.674706,1755.915345,1754.098247,1753.686869,1753.686869,1753.686869,1753.686869,1755.039850,1755.563277,1756.192155,1762.197617,1759.709158,1743.679065,1743.624246,1748.638614,1748.532887,1746.193970,1742.705983,1742.581732,1742.581732,1740.945594,1739.802206,1738.201515,1738.201515,1739.415702,1771.713966,1741.065130,1740.052341,1728.206611,1726.046253,1726.046253,1724.503638,1721.883674,1725.650030,1734.195851,1733.784647,1736.381926,1729.107739,1736.381926,1737.415533,1727.618090,1724.813860,1707.476850,1719.026130,1719.026130,1721.135784,1719.580081,1715.273549,1713.942959,1713.942959,1712.802213,1710.002697,1688.831233,1685.850033,1684.280453,1677.916454,1675.077730,1674.871281,1675.618508,1687.896607,1687.896607,1687.896607,1687.896607,1682.824434,1680.093938,1680.519502,1680.519502,1674.170365,1670.342390,1670.560411,1669.010382,1667.879053,1666.359816,1659.708389,1666.709524,1666.709524,1665.069489,1659.108170,1658.506783,1658.952323,1659.803895,1657.843174,1656.000000,1765.282617,1768.635978,1764.989432,1785.889577,1776.438530,1768.626310,1768.328496,1770.420186,1761.678549,1762.644724,1761.773346,1761.894565,1749.076547,1750.948378
1550.000000000,1681.133157,1883.826984,1877.437717,1854.184190,1859.943840,1838.771161,1819.687228,1812.407953,1810.695431,1808.670550,1828.100352,1822.828811,1814.554998,1815.848966,1808.372732,1802.007465,1804.086443,1799.575966,1801.344117,1794.123459,1791.972173,1783.114811,1770.079632,1765.284159,1766.697192,1766.697192,1766.697192,1793.064066,1766.501233,1780.440887,1780.244801,1792.736585,1783.104919,1670.617723,1760.989535,1760.948501,1760.122874,1746.829685,1734.209142,1721.467795,1732.367784,1731.997088,1732.082519,1724.766556,1705.267528,1704.625069,1700.049303,1699.409206,1754.013445,1754.013445,1770.687258,1759.425563,1758.671950,1755.911978,1754.094639,1753.683453,1753.683453,1753.683453,1753.683453,1755.034443,1755.556527,1756.184453,1762.198037,1759.721533,1743.677223,1743.621774,1748.632295,1748.528384,1746.190311,1742.703376,1742.578992,1742.578992,1740.942779,1739.800339,1738.198960,1738.198960,1739.412516,1771.697082,1741.058989,1740.041887,1728.204174,1726.044176,1726.044176,1724.501785,1721.881151,1725.645639,1734.193720,1733.782146,1736.379325,1729.105374,1736.379325,1737.420941,1727.615911,1724.812768,1707.476117,1719.024061,1719.024061,1721.133244,1719.577609,1715.271956,1713.942914,1713.942914,1712.802220,1710.001504,1688.798812,1685.821380,1684.254501,1677.912031,1675.066289,1674.859499,1675.605722,1687.895671,1687.895671,1687.895671,1687.895671,1682.823759,1680.090378,1680.516180,1680.516180,1674.159691,1670.336206,1670.554803,1669.005749,1667.875147,1666.354328,1659.706654,1666.704339,1666.704339,1665.065045,1659.106326,1658.504916,1658.952251,1659.802558,1657.842229,1656.000000,1765.284159,1768.625735,1764.992692,1785.869208,1776.418769,1768.611143,1768.313306,1770.403527,1761.672277,1762.641498,1761.772896,1761.895043,1749.073748,1750.943780
1735.000000000,1681.129370,1883.825924,1877.435279,1854.173681,1859.936937,1838.755140,1819.686678,1812.401244,1810.685250,1808.656279,1828.081969,1822.809092,1814.533884,1815.827273,1808.346927,1801.982390,1804.063540,1799.552448,1801.314576,1794.077919,1791.938648,1783.114547,1770.077520,1765.283628,1766.693083,1766.693083,1766.693083,1793.030078,1766.491017,1780.413174,1780.217256,1792.704268,1783.042073,1670.612122,1760.945535,1760.904530,1760.078289,1746.849697,1734.192875,1721.462160,1732.420100,1732.049131,1732.135502,1724.806250,1705.230530,1704.586194,1700.048435,1699.358127,1754.002998,1754.002998,1770.664664,1759.417715,1758.668209,1755.908288,1754.089981,1753.679099,1753.679099,1753.679099,1753.679099,1755.026821,1755.547198,1756.173891,1762.198137,1759.726974,1743.676659,1743.621018,1748.620900,1748.522052,1746.185086,1742.699856,1742.575259,1742.575259,1740.939098,1739.798017,1738.195802,1738.195802,1739.408294,1771.672642,1741.050561,1740.028400,1728.201116,1726.041435,1726.041435,1724.499174,1721.877618,1725.639857,1734.190839,1733.778828,1736.376124,1729.102331,1736.376124,1737.425190,1727.613216,1724.811432,1707.475076,1719.021174,1719.021174,1721.129698,1719.574311,1715.270067,1713.942726,1713.942726,1712.802156,1709.999909,1688.755728,1685.782532,1684.217807,1677.905855,1675.051664,1674.844625,1675.589176,1687.894621,1687.894621,1687.894621,1687.894621,1682.823520,1680.085934,1680.512175,1680.512175,1674.146136,1670.327751,1670.547127,1668.999272,1667.869795,1666.347268,1659.704322,1666.697136,1666.697136,1665.059025,1659.104028,1658.502696,1658.952146,1659.800662,1657.840965,1656.000000,1765.283628,1768.611904,1764.993149,1785.842967,1776.392810,1768.588380,1768.289463,1770.381542,1761.661828,1762.636634,1761.771715,1761.894486,1749.072197,1750.926274
