Period,CELLID,STAGE,COND,RBOT,BOUNDNAME
1,"(0, 718, 247)",1694.0,342.895,1693.9,jimmy
1,"(0, 719, 247)",1694.0,296.177,1693.9,jimmy
1,"(0, 719, 246)",1694.0,655.82,1693.9,jimmy
1,"(0, 719, 245)",1694.0,220.6635,1693.9,jimmy
1,"(0, 720, 245)",1693.0,697.8375,1692.9,jimmy
1,"(0, 721, 245)",1693.0,139.5675,1692.9,jimmy
1,"(0, 721, 244)",1694.0,528.5935,1693.9,jimmy
1,"(0, 722, 244)",1693.0,588.24,1692.9,jimmy
1,"(0, 723, 244)",1693.0,633.783,1692.9,jimmy
1,"(0, 724, 244)",1693.0,370.221,1692.9,jimmy
1,"(0, 724, 243)",1693.0,273.552,1692.9,jimmy
1,"(0, 725, 243)",1693.0,625.556,1692.9,jimmy
1,"(0, 726, 243)",1693.0,625.262,1692.9,jimmy
1,"(0, 726, 242)",1693.0,33.496,1692.9,jimmy
1,"(0, 727, 242)",1692.0,688.141,1691.9,jimmy
1,"(0, 728, 242)",1692.0,301.7595,1691.9,jimmy
1,"(0, 728, 241)",1692.0,543.5785,1691.9,jimmy
1,"(0, 729, 241)",1692.0,211.261,1691.9,jimmy
1,"(0, 729, 240)",1692.0,615.272,1691.9,jimmy
1,"(0, 729, 239)",1692.0,658.7585,1691.9,jimmy
1,"(0, 729, 238)",1692.0,101.37,1691.9,jimmy
1,"(0, 730, 238)",1692.0,632.608,1691.9,jimmy
1,"(0, 730, 237)",1692.0,348.7715,1691.9,jimmy
1,"(0, 731, 237)",1691.0,379.9175,1690.9,jimmy
1,"(0, 731, 236)",1691.0,632.608,1690.9,jimmy
1,"(0, 732, 236)",1691.0,88.4415,1690.9,jimmy
1,"(0, 732, 235)",1691.0,714.2915,1690.9,jimmy
1,"(0, 732, 234)",1691.0,279.7225,1690.9,jimmy
1,"(0, 733, 234)",1691.0,387.263,1690.9,jimmy
1,"(0, 733, 233)",1691.0,666.9855,1690.9,jimmy
1,"(0, 733, 232)",1691.0,190.987,1690.9,jimmy
1,"(0, 734, 232)",1691.0,475.7045,1690.9,jimmy
1,"(0, 734, 231)",1691.0,647.593,1690.9,jimmy
1,"(0, 734, 230)",1692.0,222.1325,1691.9,jimmy
1,"(0, 735, 230)",1690.0,473.9415,1689.9,jimmy
1,"(0, 735, 229)",1691.0,454.843,1690.9,jimmy
1,"(0, 736, 229)",1690.0,390.789,1689.9,jimmy
1,"(0, 736, 228)",1690.0,387.557,1689.9,jimmy
1,"(0, 737, 228)",1690.0,652.0005,1689.9,jimmy
1,"(0, 738, 228)",1690.0,93.7305,1689.9,jimmy
1,"(0, 738, 227)",1690.0,671.6865,1689.9,jimmy
1,"(0, 738, 226)",1690.0,441.9145,1689.9,jimmy
1,"(0, 739, 226)",1690.0,229.772,1689.9,jimmy
1,"(0, 739, 225)",1689.0,671.6865,1688.9,jimmy
1,"(0, 739, 224)",1689.0,314.688,1688.9,jimmy
1,"(0, 740, 224)",1689.0,346.1275,1688.9,jimmy
1,"(0, 740, 223)",1689.0,645.83,1688.9,jimmy
1,"(0, 740, 222)",1690.0,296.4705,1689.9,jimmy
1,"(0, 741, 222)",1689.0,559.739,1688.9,jimmy
1,"(0, 741, 221)",1689.0,201.8585,1688.9,jimmy
1,"(0, 742, 221)",1689.0,548.5735,1688.9,jimmy
1,"(0, 742, 220)",1689.0,604.988,1688.9,jimmy
1,"(0, 742, 219)",1689.0,679.62,1688.9,jimmy
1,"(0, 742, 218)",1689.0,30.558,1688.9,jimmy
1,"(0, 743, 218)",1688.0,704.5955,1687.9,jimmy
1,"(0, 743, 217)",1689.0,240.9375,1688.9,jimmy
1,"(0, 744, 217)",1688.0,545.6355,1687.9,jimmy
1,"(0, 744, 216)",1688.0,551.8055,1687.9,jimmy
1,"(0, 745, 216)",1688.0,107.5405,1687.9,jimmy
1,"(0, 745, 215)",1688.0,644.9485,1687.9,jimmy
1,"(0, 745, 214)",1688.0,617.035,1687.9,jimmy
1,"(0, 745, 213)",1687.0,299.7025,1686.9,jimmy
1,"(0, 746, 213)",1688.0,324.678,1687.9,jimmy
1,"(0, 746, 212)",1688.0,665.2225,1687.9,jimmy
1,"(0, 747, 212)",1688.0,180.703,1687.9,jimmy
1,"(0, 747, 211)",1688.0,637.309,1687.9,jimmy
1,"(0, 748, 211)",1688.0,208.6165,1687.9,jimmy
1,"(0, 748, 210)",1688.0,609.102,1687.9,jimmy
1,"(0, 749, 210)",1688.0,236.53,1687.9,jimmy
1,"(0, 749, 209)",1688.0,581.1885,1687.9,jimmy
1,"(0, 750, 209)",1688.0,379.9175,1687.9,jimmy
1,"(0, 750, 208)",1688.0,278.2535,1687.9,jimmy
1,"(0, 751, 208)",1688.0,602.6375,1687.9,jimmy
1,"(0, 752, 208)",1688.0,602.6375,1687.9,jimmy
1,"(0, 753, 208)",1688.0,602.6375,1687.9,jimmy
1,"(0, 754, 208)",1688.0,599.6995,1687.9,jimmy
1,"(0, 754, 207)",1688.0,2.9385,1687.9,jimmy
1,"(0, 755, 207)",1688.0,602.6375,1687.9,jimmy
1,"(0, 756, 207)",1688.0,602.6375,1687.9,jimmy
1,"(0, 757, 207)",1688.0,651.119,1687.9,jimmy
1,"(0, 758, 207)",1688.0,113.123,1687.9,jimmy
1,"(0, 758, 206)",1688.0,552.3935,1687.9,jimmy
1,"(0, 759, 206)",1688.0,665.2225,1687.9,jimmy
1,"(0, 760, 206)",1687.0,37.9035,1686.9,jimmy
1,"(0, 760, 205)",1688.0,627.319,1687.9,jimmy
1,"(0, 761, 205)",1688.0,628.2005,1687.9,jimmy
1,"(0, 761, 204)",1688.0,37.022,1687.9,jimmy
1,"(0, 762, 204)",1687.0,619.6795,1686.9,jimmy
1,"(0, 763, 204)",1687.0,588.24,1686.9,jimmy
1,"(0, 764, 204)",1687.0,588.24,1686.9,jimmy
1,"(0, 765, 204)",1687.0,676.682,1686.9,jimmy
1,"(0, 766, 204)",1688.0,426.342,1687.9,jimmy
1,"(0, 766, 203)",1688.0,615.272,1687.9,jimmy
1,"(0, 767, 203)",1688.0,96.9625,1687.9,jimmy
1,"(0, 767, 202)",1688.0,741.0295,1687.9,jimmy
1,"(0, 768, 202)",1687.0,674.625,1686.9,jimmy
1,"(0, 769, 202)",1687.0,537.996,1686.9,jimmy
1,"(0, 769, 201)",1687.0,85.2095,1686.9,jimmy
1,"(0, 770, 201)",1687.0,623.2055,1686.9,jimmy
1,"(0, 771, 201)",1687.0,623.2055,1686.9,jimmy
1,"(0, 772, 201)",1687.0,304.404,1686.9,jimmy
1,"(0, 772, 200)",1687.0,430.1615,1686.9,jimmy
1,"(0, 773, 200)",1687.0,472.7665,1686.9,jimmy
1,"(0, 773, 199)",1686.0,301.7595,1685.9,jimmy
1,"(0, 774, 199)",1686.0,601.1685,1685.9,jimmy
1,"(0, 774, 198)",1686.0,156.0215,1685.9,jimmy
1,"(0, 775, 198)",1686.0,609.6895,1685.9,jimmy
1,"(0, 776, 198)",1686.0,609.6895,1685.9,jimmy
1,"(0, 777, 198)",1686.0,597.6425,1685.9,jimmy
1,"(0, 778, 198)",1686.0,591.472,1685.9,jimmy
1,"(0, 779, 198)",1686.0,126.639,1685.9,jimmy
1,"(0, 779, 197)",1686.0,654.057,1685.9,jimmy
1,"(0, 780, 197)",1686.0,185.1105,1685.9,jimmy
1,"(0, 780, 196)",1685.0,638.778,1684.9,jimmy
1,"(0, 781, 196)",1685.0,200.3895,1684.9,jimmy
1,"(0, 781, 195)",1685.0,585.302,1684.9,jimmy
1,"(0, 782, 195)",1685.0,359.6435,1684.9,jimmy
1,"(0, 782, 194)",1685.0,364.3445,1684.9,jimmy
1,"(0, 783, 194)",1685.0,664.0475,1684.9,jimmy
1,"(0, 784, 194)",1684.0,213.024,1683.9,jimmy
1,"(0, 786, 193)",1684.0,109.3035,1683.9,jimmy
1,"(0, 784, 193)",1684.0,433.9815,1683.9,jimmy
1,"(0, 785, 193)",1684.0,690.198,1683.9,jimmy
1,"(0, 786, 192)",1684.0,756.015,1683.9,jimmy
1,"(0, 786, 191)",1684.0,592.6475,1683.9,jimmy
1,"(0, 786, 190)",1684.0,632.608,1683.9,jimmy
1,"(0, 785, 189)",1684.0,78.4515,1683.9,jimmy
1,"(0, 786, 189)",1684.0,672.2745,1683.9,jimmy
1,"(0, 785, 188)",1684.0,728.983,1683.9,jimmy
1,"(0, 785, 187)",1683.0,604.4005,1682.9,jimmy
1,"(0, 785, 186)",1683.0,587.9465,1682.9,jimmy
1,"(0, 786, 186)",1683.0,51.4195,1682.9,jimmy
1,"(0, 786, 185)",1683.0,808.61,1682.9,jimmy
1,"(0, 787, 185)",1685.0,49.9505,1684.9,jimmy
1,"(0, 786, 184)",1683.0,270.614,1682.9,jimmy
1,"(0, 787, 184)",1684.0,356.1175,1683.9,jimmy
1,"(0, 786, 183)",1683.0,641.7165,1682.9,jimmy
1,"(0, 785, 182)",1683.0,194.807,1682.9,jimmy
1,"(0, 786, 182)",1682.0,508.907,1681.9,jimmy
1,"(0, 785, 181)",1683.0,607.6325,1682.9,jimmy
1,"(0, 785, 180)",1682.0,604.988,1681.9,jimmy
1,"(0, 785, 179)",1682.0,82.859,1681.9,jimmy
1,"(0, 786, 179)",1682.0,525.655,1681.9,jimmy
1,"(0, 786, 178)",1682.0,605.576,1681.9,jimmy
1,"(0, 786, 177)",1682.0,608.808,1681.9,jimmy
1,"(0, 785, 176)",1681.0,611.746,1680.9,jimmy
1,"(0, 786, 176)",1682.0,185.992,1681.9,jimmy
1,"(0, 784, 175)",1681.0,684.909,1680.9,jimmy
1,"(0, 785, 175)",1682.0,257.9795,1681.9,jimmy
1,"(0, 782, 174)",1681.0,155.14,1680.9,jimmy
1,"(0, 783, 174)",1681.0,747.494,1680.9,jimmy
1,"(0, 784, 174)",1681.0,38.1975,1680.9,jimmy
1,"(0, 781, 173)",1681.0,182.76,1680.9,jimmy
1,"(0, 782, 173)",1681.0,662.872,1680.9,jimmy
1,"(0, 780, 172)",1681.0,245.345,1680.9,jimmy
1,"(0, 781, 172)",1681.0,622.03,1680.9,jimmy
1,"(0, 779, 171)",1681.0,209.2045,1680.9,jimmy
1,"(0, 780, 171)",1680.0,578.8375,1679.9,jimmy
1,"(0, 779, 170)",1680.0,678.7385,1679.9,jimmy
1,"(0, 777, 169)",1682.0,269.4385,1681.9,jimmy
1,"(0, 778, 169)",1680.0,635.546,1679.9,jimmy
1,"(0, 779, 169)",1680.0,255.041,1679.9,jimmy
1,"(0, 776, 168)",1682.0,568.8475,1681.9,jimmy
1,"(0, 777, 168)",1681.0,445.1465,1680.9,jimmy
1,"(0, 775, 167)",1682.0,585.5955,1681.9,jimmy
1,"(0, 776, 167)",1682.0,197.1575,1681.9,jimmy
1,"(0, 774, 166)",1682.0,403.1295,1681.9,jimmy
1,"(0, 775, 166)",1682.0,304.9915,1681.9,jimmy
1,"(0, 774, 165)",1682.0,8.815,1681.9,jimmy
1,"(0, 775, 165)",1682.0,606.751,1681.9,jimmy
1,"(0, 775, 164)",1680.0,640.2475,1679.9,jimmy
1,"(0, 774, 163)",1682.0,503.618,1681.9,jimmy
1,"(0, 775, 163)",1679.0,137.217,1678.9,jimmy
1,"(0, 774, 162)",1680.0,611.4525,1679.9,jimmy
1,"(0, 774, 161)",1679.0,611.4525,1678.9,jimmy
1,"(0, 774, 160)",1678.0,595.8795,1677.9,jimmy
1,"(0, 774, 159)",1678.0,689.3165,1677.9,jimmy
1,"(0, 775, 158)",1678.0,955.523,1677.9,jimmy
1,"(0, 774, 158)",1678.0,341.426,1677.9,jimmy
1,"(0, 775, 157)",1678.0,1222.317,1677.9,jimmy
1,"(0, 775, 156)",1678.0,189.224,1677.9,jimmy
1,"(0, 774, 156)",1678.0,555.3315,1677.9,jimmy
1,"(0, 774, 155)",1677.0,649.9435,1676.9,jimmy
1,"(0, 774, 154)",1677.0,603.519,1676.9,jimmy
1,"(0, 774, 153)",1677.0,588.534,1676.9,jimmy
1,"(0, 774, 152)",1677.0,808.61,1676.9,jimmy
1,"(0, 775, 151)",1677.0,1387.4475,1676.9,jimmy
1,"(0, 774, 151)",1677.0,92.2615,1676.9,jimmy
1,"(0, 775, 150)",1677.0,639.9535,1676.9,jimmy
1,"(0, 774, 149)",1677.0,411.9445,1676.9,jimmy
1,"(0, 775, 149)",1676.0,200.0955,1675.9,jimmy
1,"(0, 774, 148)",1677.0,590.003,1676.9,jimmy
1,"(0, 774, 147)",1676.0,434.863,1675.9,jimmy
1,"(0, 775, 147)",1676.0,157.197,1675.9,jimmy
1,"(0, 793, 147)",1674.0,168.3625,1673.9,jimmy
1,"(0, 794, 147)",1674.0,602.9315,1673.9,jimmy
1,"(0, 795, 147)",1673.0,602.9315,1672.9,jimmy
1,"(0, 796, 147)",1674.0,602.9315,1673.9,jimmy
1,"(0, 797, 147)",1674.0,623.499,1673.9,jimmy
1,"(0, 798, 147)",1673.0,627.9065,1672.9,jimmy
1,"(0, 799, 147)",1674.0,163.3675,1673.9,jimmy
1,"(0, 775, 146)",1676.0,591.472,1675.9,jimmy
1,"(0, 790, 146)",1674.0,14.3975,1673.9,jimmy
1,"(0, 791, 146)",1674.0,630.257,1673.9,jimmy
1,"(0, 792, 146)",1674.0,630.257,1673.9,jimmy
1,"(0, 793, 146)",1674.0,443.9715,1673.9,jimmy
1,"(0, 799, 146)",1673.0,464.2455,1672.9,jimmy
1,"(0, 800, 146)",1673.0,589.709,1672.9,jimmy
1,"(0, 775, 145)",1676.0,588.8275,1675.9,jimmy
1,"(0, 788, 145)",1674.0,278.841,1673.9,jimmy
1,"(0, 789, 145)",1675.0,637.8965,1674.9,jimmy
1,"(0, 790, 145)",1675.0,615.86,1674.9,jimmy
1,"(0, 800, 145)",1673.0,361.4065,1672.9,jimmy
1,"(0, 801, 145)",1673.0,353.179,1672.9,jimmy
1,"(0, 775, 144)",1676.0,605.282,1675.9,jimmy
1,"(0, 786, 144)",1675.0,353.473,1674.9,jimmy
1,"(0, 787, 144)",1675.0,650.2375,1674.9,jimmy
1,"(0, 788, 144)",1676.0,371.3965,1675.9,jimmy
1,"(0, 801, 144)",1673.0,616.741,1672.9,jimmy
1,"(0, 775, 143)",1677.0,863.5555,1676.9,jimmy
1,"(0, 780, 143)",1675.0,362.2875,1674.9,jimmy
1,"(0, 781, 143)",1675.0,600.8745,1674.9,jimmy
1,"(0, 782, 143)",1675.0,593.235,1674.9,jimmy
1,"(0, 783, 143)",1675.0,591.1785,1674.9,jimmy
1,"(0, 784, 143)",1675.0,618.2105,1674.9,jimmy
1,"(0, 785, 143)",1675.0,629.376,1674.9,jimmy
1,"(0, 786, 143)",1675.0,289.419,1674.9,jimmy
1,"(0, 801, 143)",1673.0,594.1165,1672.9,jimmy
1,"(0, 775, 142)",1677.0,4.1135,1676.9,jimmy
1,"(0, 776, 142)",1677.0,600.287,1676.9,jimmy
1,"(0, 777, 142)",1676.0,609.983,1675.9,jimmy
1,"(0, 778, 142)",1675.0,595.5855,1674.9,jimmy
1,"(0, 779, 142)",1675.0,598.818,1674.9,jimmy
1,"(0, 780, 142)",1675.0,238.8805,1674.9,jimmy
1,"(0, 801, 142)",1673.0,609.3955,1672.9,jimmy
1,"(0, 801, 141)",1672.0,612.6275,1671.9,jimmy
1,"(0, 801, 140)",1672.0,668.161,1671.9,jimmy
1,"(0, 801, 139)",1672.0,307.342,1671.9,jimmy
1,"(0, 802, 139)",1672.0,499.5045,1671.9,jimmy
1,"(0, 802, 138)",1672.0,309.399,1671.9,jimmy
1,"(0, 803, 138)",1673.0,429.868,1672.9,jimmy
1,"(0, 802, 137)",1672.0,614.3905,1671.9,jimmy
1,"(0, 802, 136)",1672.0,614.3905,1671.9,jimmy
1,"(0, 802, 135)",1672.0,614.3905,1671.9,jimmy
1,"(0, 802, 134)",1672.0,303.2285,1671.9,jimmy
1,"(0, 801, 134)",1672.0,475.9985,1671.9,jimmy
1,"(0, 801, 133)",1672.0,250.9275,1671.9,jimmy
1,"(0, 802, 133)",1672.0,1530.247,1671.9,jimmy
1,"(0, 802, 132)",1671.0,34.6715,1670.9,jimmy
1,"(0, 803, 132)",1672.0,1292.2475,1671.9,jimmy
1,"(0, 0, 369)",1842.0,2816.387,1841.94,sand
1,"(0, 0, 368)",1842.0,1049.0395,1841.94,sand
1,"(0, 1, 368)",1842.0,3865.427,1841.94,sand
1,"(0, 2, 368)",1842.0,2694.0855,1841.94,sand
1,"(0, 2, 367)",1841.0,1171.3415,1840.94,sand
1,"(0, 3, 367)",1841.0,3865.427,1840.94,sand
1,"(0, 4, 367)",1841.0,2571.7835,1840.94,sand
1,"(0, 4, 366)",1841.0,1295.366,1840.94,sand
1,"(0, 5, 366)",1841.0,3865.427,1840.94,sand
1,"(0, 6, 366)",1841.0,2447.759,1840.94,sand
1,"(0, 6, 365)",1841.0,1417.6675,1840.94,sand
1,"(0, 7, 365)",1841.0,3865.427,1840.94,sand
1,"(0, 8, 365)",1840.0,2325.4575,1839.94,sand
1,"(0, 8, 364)",1840.0,1539.9695,1839.94,sand
1,"(0, 9, 364)",1840.0,3865.427,1839.94,sand
1,"(0, 10, 364)",1840.0,2179.0395,1839.94,sand
1,"(0, 10, 363)",1840.0,1813.8565,1839.94,sand
1,"(0, 11, 363)",1839.0,4142.759,1838.94,sand
1,"(0, 12, 363)",1839.0,256.6615,1838.94,sand
1,"(0, 12, 362)",1839.0,3886.0975,1838.94,sand
1,"(0, 13, 362)",1838.0,2327.18,1837.94,sand
1,"(0, 13, 361)",1838.0,1815.5795,1837.94,sand
1,"(0, 14, 361)",1837.0,4142.759,1836.94,sand
1,"(0, 15, 361)",1837.0,254.939,1836.94,sand
1,"(0, 15, 360)",1837.0,3886.0975,1836.94,sand
1,"(0, 16, 360)",1836.0,1700.1675,1835.94,sand
1,"(0, 16, 359)",1836.0,3779.299,1835.94,sand
1,"(0, 17, 359)",1835.0,621.8445,1834.94,sand
1,"(0, 17, 358)",1835.0,4401.1435,1834.94,sand
1,"(0, 17, 357)",1835.0,518.491,1834.94,sand
1,"(0, 18, 357)",1834.0,3882.6525,1833.94,sand
1,"(0, 18, 356)",1834.0,1658.826,1833.94,sand
1,"(0, 19, 356)",1834.0,2742.317,1833.94,sand
1,"(0, 19, 355)",1834.0,2799.1615,1833.94,sand
1,"(0, 20, 355)",1833.0,1601.9815,1832.94,sand
1,"(0, 20, 354)",1833.0,3939.497,1832.94,sand
1,"(0, 21, 354)",1833.0,461.6465,1832.94,sand
1,"(0, 21, 353)",1833.0,4147.927,1832.94,sand
1,"(0, 21, 352)",1833.0,1837.9725,1832.94,sand
1,"(0, 22, 352)",1833.0,2084.299,1832.94,sand
1,"(0, 22, 351)",1832.0,3923.994,1831.94,sand
1,"(0, 22, 350)",1832.0,1204.07,1831.94,sand
1,"(0, 23, 350)",1832.0,2718.201,1831.94,sand
1,"(0, 23, 349)",1831.0,3923.994,1830.94,sand
1,"(0, 23, 348)",1831.0,570.1675,1830.94,sand
1,"(0, 24, 348)",1831.0,3352.1035,1830.94,sand
1,"(0, 24, 347)",1831.0,3860.259,1830.94,sand
1,"(0, 25, 347)",1831.0,63.735,1830.94,sand
1,"(0, 25, 346)",1830.0,3923.994,1829.94,sand
1,"(0, 25, 345)",1830.0,3226.3565,1829.94,sand
1,"(0, 26, 345)",1830.0,697.637,1829.94,sand
1,"(0, 26, 344)",1830.0,3923.994,1829.94,sand
1,"(0, 26, 343)",1829.0,2592.4545,1828.94,sand
1,"(0, 27, 343)",1830.0,1331.5395,1829.94,sand
1,"(0, 27, 342)",1829.0,3923.994,1828.94,sand
1,"(0, 27, 341)",1829.0,1958.552,1828.94,sand
1,"(0, 28, 341)",1829.0,1963.7195,1828.94,sand
1,"(0, 28, 340)",1828.0,3923.994,1827.94,sand
1,"(0, 28, 339)",1828.0,1324.6495,1827.94,sand
1,"(0, 29, 339)",1828.0,2597.622,1827.94,sand
1,"(0, 29, 338)",1828.0,3923.994,1827.94,sand
1,"(0, 29, 337)",1827.0,692.4695,1826.94,sand
1,"(0, 30, 337)",1828.0,3231.5245,1827.94,sand
1,"(0, 30, 336)",1827.0,3923.994,1826.94,sand
1,"(0, 30, 335)",1827.0,58.567,1826.94,sand
1,"(0, 31, 335)",1827.0,3865.427,1826.94,sand
1,"(0, 31, 334)",1826.0,3662.1645,1825.94,sand
1,"(0, 31, 333)",1826.0,1229.9085,1825.94,sand
1,"(0, 32, 333)",1827.0,2396.0825,1826.94,sand
1,"(0, 32, 332)",1826.0,3625.991,1825.94,sand
1,"(0, 32, 331)",1826.0,3625.991,1825.94,sand
1,"(0, 32, 330)",1825.0,1431.448,1824.94,sand
1,"(0, 33, 330)",1826.0,2194.5425,1825.94,sand
1,"(0, 33, 329)",1825.0,3625.991,1824.94,sand
1,"(0, 33, 328)",1825.0,3625.991,1824.94,sand
1,"(0, 33, 327)",1824.0,1632.988,1823.94,sand
1,"(0, 34, 327)",1825.0,1994.7255,1824.94,sand
1,"(0, 34, 326)",1824.0,3625.991,1823.94,sand
1,"(0, 34, 325)",1824.0,3625.991,1823.94,sand
1,"(0, 34, 324)",1823.0,1834.5275,1822.94,sand
1,"(0, 35, 324)",1824.0,1793.186,1823.94,sand
1,"(0, 35, 323)",1823.0,3625.991,1822.94,sand
1,"(0, 35, 322)",1822.0,3625.991,1821.94,sand
1,"(0, 35, 321)",1822.0,2036.067,1821.94,sand
1,"(0, 36, 321)",1822.0,1591.6465,1821.94,sand
1,"(0, 36, 320)",1822.0,3625.991,1821.94,sand
1,"(0, 36, 319)",1822.0,3619.1005,1821.94,sand
1,"(0, 36, 318)",1822.0,2871.509,1821.94,sand
1,"(0, 37, 318)",1822.0,689.0245,1821.94,sand
1,"(0, 37, 317)",1822.0,3560.5335,1821.94,sand
1,"(0, 37, 316)",1822.0,3560.5335,1821.94,sand
1,"(0, 37, 315)",1822.0,3560.5335,1821.94,sand
1,"(0, 37, 314)",1822.0,2354.741,1821.94,sand
1,"(0, 38, 314)",1822.0,1205.7925,1821.94,sand
1,"(0, 38, 313)",1822.0,3560.5335,1821.94,sand
1,"(0, 38, 312)",1822.0,3560.5335,1821.94,sand
1,"(0, 38, 311)",1822.0,3560.5335,1821.94,sand
1,"(0, 38, 310)",1822.0,1839.695,1821.94,sand
1,"(0, 39, 310)",1822.0,1720.8385,1821.94,sand
1,"(0, 39, 309)",1822.0,3560.5335,1821.94,sand
1,"(0, 39, 308)",1821.0,3560.5335,1820.94,sand
1,"(0, 39, 307)",1821.0,3560.5335,1820.94,sand
1,"(0, 39, 306)",1821.0,1322.927,1820.94,sand
1,"(0, 40, 306)",1821.0,2237.6065,1820.94,sand
1,"(0, 40, 305)",1820.0,3560.5335,1819.94,sand
1,"(0, 40, 304)",1819.0,3560.5335,1818.94,sand
1,"(0, 40, 303)",1819.0,3560.5335,1818.94,sand
1,"(0, 40, 302)",1818.0,807.881,1817.94,sand
1,"(0, 41, 302)",1818.0,2752.6525,1817.94,sand
1,"(0, 41, 301)",1817.0,3560.5335,1816.94,sand
1,"(0, 41, 300)",1816.0,3798.247,1815.94,sand
1,"(0, 41, 299)",1816.0,652.8505,1815.94,sand
1,"(0, 42, 299)",1816.0,3178.125,1815.94,sand
1,"(0, 42, 298)",1815.0,3830.9755,1814.94,sand
1,"(0, 42, 297)",1815.0,892.2865,1814.94,sand
1,"(0, 43, 297)",1815.0,2938.689,1814.94,sand
1,"(0, 43, 296)",1814.0,3830.9755,1813.94,sand
1,"(0, 43, 295)",1814.0,1131.7225,1813.94,sand
1,"(0, 44, 295)",1815.0,2697.5305,1814.94,sand
1,"(0, 44, 294)",1814.0,3830.9755,1813.94,sand
1,"(0, 44, 293)",1813.0,1372.881,1812.94,sand
1,"(0, 45, 293)",1815.0,2458.0945,1814.94,sand
1,"(0, 45, 292)",1814.0,3830.9755,1813.94,sand
1,"(0, 45, 291)",1813.0,1612.317,1812.94,sand
1,"(0, 46, 291)",1815.0,2216.936,1814.94,sand
1,"(0, 46, 290)",1815.0,3830.9755,1814.94,sand
1,"(0, 46, 289)",1813.0,1853.4755,1812.94,sand
1,"(0, 47, 289)",1815.0,1977.5,1814.94,sand
1,"(0, 47, 288)",1814.0,3829.253,1813.94,sand
1,"(0, 47, 287)",1812.0,2092.9115,1811.94,sand
1,"(0, 48, 287)",1814.0,1746.677,1813.94,sand
1,"(0, 48, 286)",1812.0,3877.485,1811.94,sand
1,"(0, 48, 285)",1809.0,1943.049,1808.94,sand
1,"(0, 49, 285)",1811.0,1934.436,1810.94,sand
1,"(0, 49, 284)",1809.0,3877.485,1808.94,sand
1,"(0, 49, 283)",1809.0,1712.2255,1808.94,sand
1,"(0, 50, 283)",1810.0,2165.259,1809.94,sand
1,"(0, 50, 282)",1809.0,3877.485,1808.94,sand
1,"(0, 50, 281)",1809.0,1479.68,1808.94,sand
1,"(0, 51, 281)",1809.0,2396.0825,1808.94,sand
1,"(0, 51, 280)",1809.0,3877.485,1808.94,sand
1,"(0, 51, 279)",1808.0,1248.8565,1807.94,sand
1,"(0, 52, 279)",1808.0,2626.9055,1807.94,sand
1,"(0, 52, 278)",1808.0,3877.485,1807.94,sand
1,"(0, 52, 277)",1808.0,1012.866,1807.94,sand
1,"(0, 53, 277)",1808.0,2935.244,1807.94,sand
1,"(0, 53, 276)",1807.0,3968.7805,1806.94,sand
1,"(0, 53, 275)",1807.0,43.064,1806.94,sand
1,"(0, 54, 275)",1807.0,3927.439,1806.94,sand
1,"(0, 54, 274)",1807.0,3019.6495,1806.94,sand
1,"(0, 55, 274)",1807.0,949.131,1806.94,sand
1,"(0, 55, 273)",1806.0,3968.7805,1805.94,sand
1,"(0, 55, 272)",1806.0,2027.4545,1805.94,sand
1,"(0, 56, 272)",1806.0,1941.326,1805.94,sand
1,"(0, 56, 271)",1806.0,3968.7805,1805.94,sand
1,"(0, 56, 270)",1806.0,1035.259,1805.94,sand
1,"(0, 57, 270)",1805.0,2923.186,1804.94,sand
1,"(0, 57, 269)",1805.0,3758.628,1804.94,sand
1,"(0, 57, 268)",1805.0,1290.198,1804.94,sand
1,"(0, 58, 268)",1805.0,2468.43,1804.94,sand
1,"(0, 58, 267)",1805.0,3758.628,1804.94,sand
1,"(0, 58, 266)",1805.0,2413.308,1804.94,sand
1,"(0, 59, 266)",1804.0,1345.32,1803.94,sand
1,"(0, 59, 265)",1804.0,3758.628,1803.94,sand
1,"(0, 59, 264)",1804.0,3536.4175,1803.94,sand
1,"(0, 60, 264)",1804.0,222.2105,1803.94,sand
1,"(0, 60, 263)",1804.0,3758.628,1803.94,sand
1,"(0, 60, 262)",1804.0,3758.628,1803.94,sand
1,"(0, 60, 261)",1804.0,900.8995,1803.94,sand
1,"(0, 61, 261)",1803.0,2857.7285,1802.94,sand
1,"(0, 61, 260)",1803.0,3758.628,1802.94,sand
1,"(0, 61, 259)",1803.0,2024.009,1802.94,sand
1,"(0, 62, 259)",1802.0,1732.8965,1801.94,sand
1,"(0, 62, 258)",1802.0,3758.628,1801.94,sand
1,"(0, 62, 257)",1802.0,3148.8415,1801.94,sand
1,"(0, 63, 257)",1802.0,609.7865,1801.94,sand
1,"(0, 63, 256)",1802.0,3758.628,1801.94,sand
1,"(0, 63, 255)",1801.0,3758.628,1800.94,sand
1,"(0, 63, 254)",1802.0,513.323,1801.94,sand
1,"(0, 64, 254)",1801.0,3245.305,1800.94,sand
1,"(0, 64, 253)",1801.0,3758.628,1800.94,sand
1,"(0, 64, 252)",1801.0,1636.433,1800.94,sand
1,"(0, 65, 252)",1800.0,2132.5305,1799.94,sand
1,"(0, 65, 251)",1800.0,3796.5245,1799.94,sand
1,"(0, 65, 250)",1800.0,2339.238,1799.94,sand
